eta,max_depth,subsample,colsample_bytree,min_child_weight,reg_lambda,avg_top1,avg_ndcg1,avg_best_iter
0.1,4,0.8,1.0,5.0,1.0,0.8380952380952381,0.9377976190120016,8
0.05,4,0.8,1.0,1.0,1.0,0.8142857142857143,0.91279761900036,8
0.05,8,1.0,0.8,1.0,5.0,0.8142857142857143,0.89136904756181,7
0.05,8,0.8,1.0,1.0,1.0,0.8095238095238095,0.91279761900036,5
0.1,8,1.0,0.8,1.0,1.0,0.8095238095238095,0.8860119047021726,5
0.1,6,1.0,0.8,1.0,5.0,0.8047619047619048,0.9369047618654024,12
0.05,6,0.8,1.0,1.0,5.0,0.7809523809523811,0.9127976190070122,15
0.1,4,0.8,1.0,1.0,1.0,0.780952380952381,0.91279761900036,6
0.05,4,0.8,0.8,5.0,1.0,0.780952380952381,0.8985119047079934,6
0.1,8,0.8,1.0,1.0,1.0,0.780952380952381,0.8985119047079934,6
0.05,8,1.0,1.0,1.0,1.0,0.780952380952381,0.89136904756181,10
0.05,4,1.0,1.0,1.0,1.0,0.780952380952381,0.8860119047021726,9
0.1,6,1.0,0.8,5.0,1.0,0.7761904761904762,0.9416666666317421,9
0.05,8,0.8,1.0,5.0,1.0,0.7761904761904762,0.9377976190120016,9
0.1,4,1.0,1.0,5.0,1.0,0.7761904761904762,0.9273809523327232,9
0.05,6,1.0,0.8,5.0,5.0,0.7761904761904762,0.9226190475763619,10
0.1,4,1.0,0.8,1.0,1.0,0.7761904761904762,0.91279761900036,7
0.1,8,1.0,0.8,5.0,1.0,0.7761904761904762,0.91279761900036,7
0.05,8,1.0,0.8,5.0,5.0,0.7761904761904762,0.9056547618508505,12
0.1,4,1.0,0.8,5.0,1.0,0.7761904761904762,0.8985119047079934,10
0.05,6,0.8,1.0,1.0,1.0,0.7761904761904762,0.89136904756181,6
0.05,6,1.0,0.8,5.0,1.0,0.7761904761904762,0.89136904756181,2
0.05,8,1.0,1.0,5.0,5.0,0.7714285714285715,0.9107142856582955,11
0.1,6,0.8,1.0,1.0,5.0,0.7714285714285715,0.8961309523181713,23
0.1,8,1.0,0.8,5.0,5.0,0.7714285714285715,0.8794642856515047,17
0.1,4,1.0,0.8,1.0,5.0,0.7523809523809525,0.8770833332627912,5
0.1,6,0.8,1.0,5.0,1.0,0.7523809523809524,0.923511904719635,7
0.05,6,1.0,1.0,1.0,1.0,0.7523809523809524,0.8431547618150944,3
0.05,6,1.0,1.0,5.0,1.0,0.7476190476190476,0.944047619014912,2
0.05,8,0.8,0.8,1.0,1.0,0.7476190476190476,0.944047619014912,13
0.05,6,0.8,1.0,5.0,1.0,0.7476190476190476,0.9377976190120016,15
0.05,4,1.0,1.0,5.0,1.0,0.7476190476190476,0.9273809523327232,9
0.05,6,0.8,0.8,5.0,1.0,0.7476190476190476,0.9270833332993789,8
0.05,4,1.0,1.0,1.0,5.0,0.7476190476190476,0.91279761900036,11
0.05,8,1.0,1.0,5.0,1.0,0.7476190476190476,0.91279761900036,2
0.1,8,0.8,0.8,5.0,1.0,0.7476190476190476,0.9107142856660566,9
0.05,8,1.0,0.8,5.0,1.0,0.7476190476190476,0.8985119047079934,9
0.1,8,0.8,1.0,1.0,5.0,0.7476190476190476,0.8985119047079934,15
0.1,8,1.0,1.0,5.0,1.0,0.7476190476190476,0.8985119047079934,9
0.05,4,1.0,0.8,5.0,1.0,0.7476190476190476,0.8961309523181713,5
0.1,8,1.0,1.0,1.0,1.0,0.7476190476190476,0.8916666666095677,5
0.05,4,1.0,0.8,1.0,1.0,0.7476190476190476,0.8860119047021726,6
0.05,4,0.8,1.0,1.0,5.0,0.7476190476190476,0.88333333325406,6
0.05,8,0.8,1.0,5.0,5.0,0.7476190476190476,0.8818452380258048,16
0.1,6,0.8,1.0,5.0,5.0,0.7476190476190476,0.8711309523065298,13
0.05,6,1.0,0.8,1.0,1.0,0.7476190476190476,0.8550595237076604,7
0.05,4,1.0,1.0,5.0,5.0,0.7476190476190475,0.91279761900036,7
0.1,8,0.8,0.8,5.0,5.0,0.7476190476190475,0.9059523808941734,9
0.1,4,1.0,1.0,1.0,5.0,0.7476190476190475,0.89136904756181,12
0.1,6,1.0,1.0,5.0,5.0,0.7428571428571429,0.91279761900036,6
0.1,8,1.0,0.8,1.0,5.0,0.7428571428571429,0.91279761900036,23
0.1,6,0.8,1.0,1.0,1.0,0.7428571428571429,0.8985119047079934,10
0.1,8,1.0,1.0,1.0,5.0,0.7428571428571429,0.8985119047013411,16
0.1,6,0.8,0.8,1.0,1.0,0.7428571428571429,0.8961309523181713,20
0.1,8,1.0,1.0,5.0,5.0,0.7380952380952381,0.9273809523327232,19
0.1,4,1.0,1.0,1.0,1.0,0.7238095238095237,0.8770833332694435,4
0.05,6,1.0,1.0,5.0,5.0,0.719047619047619,0.91279761900036,11
0.1,8,0.8,1.0,5.0,1.0,0.719047619047619,0.9071428570929647,3
0.1,6,1.0,1.0,5.0,1.0,0.719047619047619,0.8985119047079934,15
0.1,6,1.0,1.0,1.0,5.0,0.719047619047619,0.8693452380277449,8
0.1,6,1.0,0.8,1.0,1.0,0.7190476190476189,0.8985119047079934,7
0.05,8,1.0,0.8,1.0,1.0,0.7190476190476189,0.8717261904098059,9
0.1,6,1.0,1.0,1.0,1.0,0.7142857142857143,0.9273809523404843,7
0.05,4,0.8,0.8,5.0,5.0,0.7142857142857143,0.9249999999573145,21
0.05,4,0.8,1.0,5.0,1.0,0.7142857142857143,0.9089285713717498,8
0.1,6,0.8,0.8,5.0,5.0,0.7142857142857143,0.9023809523210817,5
0.05,8,0.8,0.8,5.0,1.0,0.7142857142857143,0.8985119047079934,4
0.1,6,0.8,0.8,5.0,1.0,0.7142857142857143,0.8985119047079934,10
0.05,6,0.8,0.8,1.0,1.0,0.7142857142857143,0.8985119047013411,15
0.05,4,0.8,0.8,1.0,1.0,0.7142857142857143,0.8836309523201116,11
0.1,4,0.8,1.0,5.0,5.0,0.7142857142857143,0.8818452380258048,7
0.1,6,0.8,0.8,1.0,5.0,0.7142857142857143,0.8818452380191524,15
0.05,6,0.8,0.8,5.0,5.0,0.7095238095238096,0.8817892156234933,12
0.1,4,0.8,0.8,1.0,5.0,0.7095238095238096,0.8589285713445861,18
0.1,4,1.0,0.8,5.0,5.0,0.7047619047619047,0.8815476189780471,15
0.05,8,0.8,0.8,5.0,5.0,0.6857142857142857,0.9190476190032705,8
0.05,4,0.8,0.8,1.0,5.0,0.6857142857142857,0.9011344537288485,17
0.1,4,0.8,0.8,5.0,1.0,0.6857142857142857,0.8961309523181713,11
0.05,6,1.0,0.8,1.0,5.0,0.6857142857142857,0.8693452380210926,9
0.05,4,1.0,0.8,5.0,5.0,0.680952380952381,0.9270833332993789,12
0.1,8,0.8,0.8,1.0,1.0,0.680952380952381,0.8913690475518316,11
0.1,8,0.8,0.8,1.0,5.0,0.680952380952381,0.8755952380123615,15
0.05,6,0.8,1.0,5.0,5.0,0.680952380952381,0.8568452380141632,17
0.1,4,0.8,1.0,1.0,5.0,0.6571428571428571,0.929761904715893,17
0.05,4,1.0,0.8,1.0,5.0,0.6571428571428571,0.9083333332773431,11
0.1,4,0.8,0.8,1.0,1.0,0.6523809523809525,0.8731398808788938,5
0.05,8,1.0,1.0,1.0,5.0,0.6523809523809525,0.8293898808662821,6
0.1,4,0.8,0.8,5.0,5.0,0.6476190476190476,0.91279761900036,11
0.1,4,1.0,1.0,5.0,5.0,0.6476190476190476,0.8735119046896995,4
0.1,6,1.0,0.8,5.0,5.0,0.6190476190476192,0.91279761900036,14
0.05,4,0.8,1.0,5.0,5.0,0.6190476190476192,0.8877976189887186,9
0.05,8,0.8,1.0,1.0,5.0,0.6190476190476191,0.876190476114529,10
0.1,8,0.8,1.0,5.0,5.0,0.6190476190476191,0.8755952380228944,9
0.05,6,0.8,0.8,1.0,5.0,0.6190476190476191,0.8407738094363595,9
0.05,6,1.0,1.0,1.0,5.0,0.5904761904761905,0.8550595237287262,5
0.05,8,0.8,0.8,1.0,5.0,0.5857142857142857,0.863095238013193,14
