eta,max_depth,subsample,colsample_bytree,min_child_weight,reg_lambda,avg_top1,avg_ndcg1,avg_best_iter
0.1,8,1.0,1.0,5.0,1.0,0.75,0.8124999888241284,5
0.05,6,0.8,0.8,5.0,1.0,0.75,0.8124999888241284,4
0.1,6,0.8,1.0,1.0,1.0,0.75,0.7502441257383898,0
0.1,6,1.0,0.8,1.0,5.0,0.75,0.7500610202587259,0
0.05,8,0.8,0.8,1.0,5.0,0.75,0.7500610202587259,0
0.1,6,1.0,1.0,5.0,5.0,0.75,0.7500610202587259,0
0.05,8,1.0,0.8,5.0,1.0,0.75,0.7500610202587259,3
0.05,4,0.8,0.8,1.0,1.0,0.75,0.7500610202587259,0
0.05,4,1.0,0.8,5.0,1.0,0.75,0.7500610202587259,2
0.05,6,1.0,1.0,5.0,1.0,0.75,0.7500610202587259,1
0.05,4,0.8,1.0,1.0,1.0,0.75,0.7500610202587259,0
0.05,6,1.0,1.0,5.0,5.0,0.75,0.7500610202587259,1
0.05,6,1.0,0.8,5.0,1.0,0.75,0.7500610202587259,3
0.05,6,0.8,1.0,5.0,1.0,0.75,0.7500610202587259,1
0.1,4,0.8,1.0,1.0,5.0,0.75,0.7500610202587259,0
0.05,8,1.0,0.8,1.0,1.0,0.75,0.7500610202587259,0
0.1,6,0.8,0.8,5.0,5.0,0.75,0.7500610202587259,0
0.05,4,1.0,1.0,5.0,5.0,0.75,0.7500610202587259,1
0.1,8,1.0,0.8,1.0,1.0,0.75,0.7500610202587259,0
0.05,4,1.0,0.8,1.0,5.0,0.75,0.7500610202587259,0
0.05,8,0.8,1.0,5.0,5.0,0.75,0.7500610202587259,1
0.05,4,1.0,0.8,5.0,5.0,0.75,0.7500610202587259,3
0.05,8,1.0,1.0,1.0,5.0,0.75,0.7500610202587259,0
0.1,6,1.0,0.8,1.0,1.0,0.75,0.7500610202587259,0
0.1,4,0.8,0.8,1.0,5.0,0.75,0.7500610202587259,0
0.1,8,0.8,0.8,1.0,1.0,0.5,1.0,1
0.1,4,0.8,1.0,5.0,5.0,0.5,1.0,3
0.1,6,0.8,0.8,1.0,1.0,0.5,0.8124999888241284,2
0.05,4,1.0,1.0,1.0,1.0,0.5,0.8124999888241284,0
0.05,6,1.0,1.0,1.0,1.0,0.5,0.8124999888241284,0
0.05,8,1.0,1.0,1.0,1.0,0.5,0.8124999888241284,0
0.1,6,1.0,1.0,1.0,5.0,0.5,0.7500610202587259,0
0.1,6,0.8,1.0,1.0,5.0,0.5,0.7500610202587259,0
0.1,8,0.8,1.0,1.0,5.0,0.5,0.7500610202587259,0
0.1,6,0.8,1.0,5.0,1.0,0.5,0.7500610202587259,2
0.05,4,0.8,1.0,1.0,5.0,0.5,0.7500610202587259,0
