epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,7.16268,0.90071,0.78372,1.00862,0.73699,0.69145,0.75926,0.60183,0.83161,0.64614,0.94757,4.76e-06,4.76e-06,4.76e-06
2,10.3537,0.91457,0.82534,0.99523,0.8488,0.65617,0.77141,0.60842,0.81343,0.61168,0.93652,9.64971e-06,9.64971e-06,9.64971e-06
3,13.5366,0.88441,0.71605,1.00752,0.86404,0.68469,0.79147,0.62625,0.78989,0.57819,0.92135,1.33613e-05,1.33613e-05,1.33613e-05
4,16.6686,0.90615,0.7439,0.99917,0.78105,0.75539,0.79954,0.63806,0.77863,0.54762,0.91157,1.58948e-05,1.58948e-05,1.58948e-05
5,19.8455,0.84598,0.68891,0.99482,0.81601,0.75369,0.80866,0.64808,0.76468,0.52255,0.90424,1.72502e-05,1.72502e-05,1.72502e-05
6,23.0132,0.88259,0.70906,1.0175,0.8568,0.73739,0.81394,0.66148,0.74996,0.49661,0.90119,1.74276e-05,1.74276e-05,1.74276e-05
7,26.2251,0.89901,0.62196,0.99816,0.88461,0.73491,0.81831,0.67128,0.73611,0.48712,0.89744,1.64268e-05,1.64268e-05,1.64268e-05
8,29.421,0.78371,0.56049,0.9485,0.8796,0.74984,0.83597,0.6808,0.72763,0.47171,0.89428,1.42479e-05,1.42479e-05,1.42479e-05
9,32.6463,0.88472,0.61658,0.98926,0.88791,0.75347,0.83893,0.68643,0.71616,0.46168,0.88818,1.08909e-05,1.08909e-05,1.08909e-05
10,35.7863,0.81815,0.56276,0.94972,0.88386,0.75667,0.84162,0.69094,0.71172,0.45859,0.88654,6.35579e-06,6.35579e-06,6.35579e-06
