epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,7.75951,1.12472,1.77899,1.20805,0.71085,0.68194,0.74529,0.58041,0.84682,0.68656,0.94982,3.90469e-05,3.90469e-05,3.90469e-05
2,15.0907,1.21953,1.54216,1.26022,0.78188,0.64849,0.74138,0.57269,0.86585,0.72166,0.95755,7.48172e-05,7.48172e-05,7.48172e-05
3,22.3188,1.18432,1.51797,1.20442,0.7986,0.6351,0.74804,0.57369,0.87664,0.73823,0.96534,0.000106661,0.000106661,0.000106661
4,29.6977,1.14097,1.54272,1.20297,0.77779,0.66219,0.75173,0.57417,0.88489,0.73512,0.97141,0.000101329,0.000101329,0.000101329
5,36.8216,1.07019,1.49207,1.20504,0.78999,0.64927,0.74496,0.57392,0.89337,0.77365,0.97558,9.5438e-05,9.5438e-05,9.5438e-05
6,44.0422,1.10792,1.34345,1.18815,0.80669,0.66096,0.75054,0.58717,0.8768,0.78241,0.9796,8.95475e-05,8.95475e-05,8.95475e-05
7,51.1662,1.06674,1.36261,1.16278,0.83816,0.6774,0.76616,0.58915,0.87379,0.75054,0.98313,8.3657e-05,8.3657e-05,8.3657e-05
8,58.4494,1.0006,1.20267,1.15298,0.85917,0.67993,0.7698,0.59836,0.85922,0.74253,0.98115,7.77665e-05,7.77665e-05,7.77665e-05
9,65.6523,1.0052,1.19487,1.14868,0.85974,0.68266,0.77616,0.59961,0.84931,0.73986,0.97295,7.1876e-05,7.1876e-05,7.1876e-05
10,72.8244,0.97751,1.15233,1.11783,0.8715,0.69019,0.77997,0.60738,0.84326,0.72786,0.96948,6.59855e-05,6.59855e-05,6.59855e-05
11,85.4893,1.01193,1.09414,1.10703,0.83971,0.70086,0.78618,0.60857,0.84032,0.79683,0.97264,6.0095e-05,6.0095e-05,6.0095e-05
12,92.866,0.95623,1.05821,1.07735,0.87,0.67598,0.78421,0.60547,0.83772,0.81107,0.97161,5.42045e-05,5.42045e-05,5.42045e-05
13,99.9486,0.93267,1.00835,1.07149,0.80035,0.71968,0.78974,0.61043,0.83434,0.76443,0.97097,4.8314e-05,4.8314e-05,4.8314e-05
14,107.359,0.96432,1.05831,1.11921,0.75247,0.73506,0.7901,0.60405,0.83306,0.75317,0.9738,4.24235e-05,4.24235e-05,4.24235e-05
15,115.036,0.90538,0.95018,1.04921,0.82883,0.68941,0.79151,0.60526,0.82825,0.73075,0.97093,3.6533e-05,3.6533e-05,3.6533e-05
16,122.302,0.9224,0.94149,1.04065,0.78669,0.73622,0.79911,0.61614,0.81332,0.71301,0.96464,3.06425e-05,3.06425e-05,3.06425e-05
17,129.695,0.86038,0.81198,1.02109,0.78412,0.74567,0.79951,0.62504,0.80459,0.72209,0.95614,2.4752e-05,2.4752e-05,2.4752e-05
18,137.174,0.89896,0.84361,1.03871,0.83287,0.72054,0.8017,0.63119,0.7977,0.75248,0.9515,1.88615e-05,1.88615e-05,1.88615e-05
19,144.306,0.8809,0.89917,1.04252,0.84618,0.71825,0.79997,0.63449,0.79201,0.74025,0.94741,1.2971e-05,1.2971e-05,1.2971e-05
20,151.567,0.85132,0.78667,1.01685,0.84107,0.72058,0.80182,0.6312,0.79316,0.74516,0.9496,7.0805e-06,7.0805e-06,7.0805e-06
