epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,7.32159,1.04902,0.94268,1.03625,0.74577,0.62621,0.6964,0.54415,0.94134,0.75378,0.98772,5.95e-06,5.95e-06,5.95e-06
2,9.31103,0.99366,0.91941,1.03223,0.7506,0.64404,0.70683,0.55168,0.92461,0.72403,0.97731,1.17941e-05,1.17941e-05,1.17941e-05
3,11.3748,0.97997,0.82504,1.03014,0.75293,0.65901,0.72496,0.56274,0.92136,0.70308,0.97432,1.62245e-05,1.62245e-05,1.62245e-05
4,13.3746,0.96376,0.86397,1.03117,0.74737,0.68253,0.73601,0.56999,0.90804,0.68715,0.96401,1.92411e-05,1.92411e-05,1.92411e-05
5,15.3895,0.96642,0.77885,1.04798,0.76699,0.68567,0.74167,0.58027,0.88868,0.66938,0.95282,2.0844e-05,2.0844e-05,2.0844e-05
6,17.427,0.94667,0.79612,1.02151,0.78507,0.67651,0.74688,0.58887,0.88194,0.65734,0.94737,2.10333e-05,2.10333e-05,2.10333e-05
7,19.3681,0.98761,0.79542,1.02764,0.78804,0.68594,0.75119,0.59574,0.87382,0.64776,0.94189,1.98087e-05,1.98087e-05,1.98087e-05
8,21.3323,0.93684,0.7305,0.99674,0.79681,0.68902,0.75499,0.6008,0.86698,0.63838,0.93841,1.71705e-05,1.71705e-05,1.71705e-05
9,23.2564,1.0085,0.76224,1.033,0.82667,0.68115,0.75708,0.60272,0.86208,0.6341,0.93596,1.31186e-05,1.31186e-05,1.31186e-05
10,25.202,0.92136,0.71383,0.99122,0.83428,0.68249,0.76105,0.60669,0.85858,0.62766,0.93369,7.65289e-06,7.65289e-06,7.65289e-06
