epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,3.38215,0.9666,1.11599,1.13745,0.75824,0.68448,0.75866,0.59643,0.84736,0.66264,0.95554,8.33e-06,8.33e-06,8.33e-06
2,7.2855,1.04907,1.00118,1.16011,0.8039,0.70491,0.78306,0.61785,0.82692,0.63862,0.94639,1.69664e-05,1.69664e-05,1.69664e-05
3,11.1064,0.97167,0.90542,1.10925,0.84474,0.68946,0.78706,0.62203,0.82233,0.66129,0.94636,2.46604e-05,2.46604e-05,2.46604e-05
4,14.8812,0.99319,0.8477,1.10525,0.84301,0.72268,0.79506,0.63308,0.82005,0.67219,0.9452,3.14118e-05,3.14118e-05,3.14118e-05
5,18.5478,0.91062,0.81238,1.05896,0.83799,0.73692,0.80611,0.64486,0.80372,0.64109,0.93561,3.72208e-05,3.72208e-05,3.72208e-05
6,22.2718,0.93293,0.77654,1.06282,0.85093,0.73558,0.8112,0.64702,0.81159,0.59734,0.93539,4.20873e-05,4.20873e-05,4.20873e-05
7,25.9373,0.87982,0.7415,1.04208,0.82137,0.76061,0.82427,0.65631,0.80987,0.56296,0.93272,4.60114e-05,4.60114e-05,4.60114e-05
8,29.7205,0.83725,0.69123,1.01967,0.90365,0.7315,0.84067,0.67151,0.7909,0.53901,0.92589,4.89929e-05,4.89929e-05,4.89929e-05
9,33.4112,0.87549,0.72223,1.03048,0.87798,0.77954,0.84472,0.68207,0.76958,0.5245,0.92139,5.1032e-05,5.1032e-05,5.1032e-05
10,37.035,0.82493,0.68147,1.01794,0.88163,0.7804,0.85014,0.68601,0.76033,0.51739,0.91735,5.21285e-05,5.21285e-05,5.21285e-05
11,45.4026,0.8076,0.6415,0.97457,0.87158,0.79541,0.85598,0.69549,0.74211,0.50035,0.90956,5.22827e-05,5.22827e-05,5.22827e-05
12,48.9918,0.78968,0.58392,0.9741,0.89401,0.77831,0.85683,0.70521,0.73392,0.47474,0.90434,5.14943e-05,5.14943e-05,5.14943e-05
13,52.6059,0.77427,0.55025,0.94816,0.87761,0.78777,0.85847,0.71355,0.72877,0.46784,0.89902,4.8314e-05,4.8314e-05,4.8314e-05
14,56.2337,0.78411,0.57089,0.96326,0.89615,0.77977,0.86162,0.71804,0.71568,0.46319,0.89211,4.24235e-05,4.24235e-05,4.24235e-05
15,59.8854,0.75691,0.53039,0.93208,0.89951,0.78224,0.86117,0.71896,0.7122,0.45922,0.88826,3.6533e-05,3.6533e-05,3.6533e-05
16,63.4657,0.75974,0.52725,0.93704,0.88754,0.79152,0.86447,0.72257,0.70851,0.45795,0.88598,3.06425e-05,3.06425e-05,3.06425e-05
17,67.1362,0.74202,0.50439,0.93146,0.89623,0.79382,0.86487,0.72571,0.69878,0.45649,0.88235,2.4752e-05,2.4752e-05,2.4752e-05
18,70.8036,0.75108,0.50695,0.93037,0.88932,0.80439,0.86674,0.72856,0.69156,0.45451,0.87964,1.88615e-05,1.88615e-05,1.88615e-05
19,74.4229,0.7484,0.51024,0.94126,0.89174,0.81013,0.86806,0.73194,0.6855,0.45103,0.87739,1.2971e-05,1.2971e-05,1.2971e-05
20,78.045,0.73175,0.48995,0.93406,0.89782,0.8114,0.86917,0.73356,0.6807,0.44868,0.87536,7.0805e-06,7.0805e-06,7.0805e-06
