epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,7.17544,0.93312,0.86187,1.01142,0.75958,0.69119,0.76039,0.59332,0.84046,0.62805,0.95396,1.19e-05,1.19e-05,1.19e-05
2,10.2258,0.88749,0.81893,0.99613,0.78613,0.69056,0.76997,0.6173,0.82108,0.61685,0.9423,2.2516e-05,2.2516e-05,2.2516e-05
3,13.3828,0.90702,0.75533,1.0245,0.82636,0.70213,0.78406,0.6267,0.81169,0.61572,0.93283,3.05402e-05,3.05402e-05,3.05402e-05
4,16.4228,0.88468,0.7317,0.99141,0.84679,0.70678,0.79407,0.63513,0.80264,0.58945,0.92187,3.59725e-05,3.59725e-05,3.59725e-05
5,19.4454,0.88426,0.68253,1.00176,0.84925,0.74716,0.81988,0.65736,0.7852,0.56098,0.91283,3.8813e-05,3.8813e-05,3.8813e-05
6,22.4506,0.83816,0.65234,0.98878,0.827,0.75766,0.83011,0.66192,0.77585,0.5461,0.90961,3.90618e-05,3.90618e-05,3.90618e-05
7,25.3975,0.8622,0.6056,0.9739,0.86719,0.75098,0.83089,0.67047,0.76242,0.53395,0.90547,3.67186e-05,3.67186e-05,3.67186e-05
8,28.3504,0.78963,0.56891,0.94281,0.87526,0.74649,0.82705,0.67791,0.73301,0.51414,0.89578,3.17837e-05,3.17837e-05,3.17837e-05
9,31.3839,0.83161,0.60673,0.97838,0.85762,0.75655,0.83085,0.6824,0.72572,0.50628,0.8936,2.4257e-05,2.4257e-05,2.4257e-05
10,34.3665,0.79268,0.55694,0.94413,0.88413,0.74785,0.83091,0.68577,0.72011,0.49712,0.89213,1.2971e-05,1.2971e-05,1.2971e-05
