epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,2.20453,1.2936,1.93069,1.24988,0.58973,0.55255,0.58695,0.436,1.06599,1.00749,1.04352,8.33e-06,8.33e-06,8.33e-06
2,3.81126,1.33276,1.82506,1.29233,0.6257,0.54991,0.59838,0.44105,1.06839,0.99474,1.04559,1.69664e-05,1.69664e-05,1.69664e-05
3,5.40911,1.29315,1.69352,1.23762,0.63627,0.53773,0.60978,0.45101,1.06817,0.96112,1.04553,2.46604e-05,2.46604e-05,2.46604e-05
4,7.05759,1.28511,1.77798,1.23989,0.72201,0.53822,0.61861,0.45289,1.06347,0.93907,1.04086,3.14118e-05,3.14118e-05,3.14118e-05
5,8.7523,1.26347,1.62711,1.24819,0.72094,0.54203,0.62921,0.46153,1.05434,0.93178,1.03679,3.72208e-05,3.72208e-05,3.72208e-05
6,10.3938,1.20956,1.43526,1.18683,0.68546,0.57722,0.63795,0.46815,1.04656,0.93504,1.03287,4.20873e-05,4.20873e-05,4.20873e-05
7,12.1038,1.23305,1.45713,1.23743,0.70441,0.5722,0.64966,0.47243,1.03741,0.95531,1.02782,4.60114e-05,4.60114e-05,4.60114e-05
8,13.709,1.21525,1.35282,1.18853,0.74904,0.55848,0.65777,0.47786,1.03167,0.9494,1.02423,4.89929e-05,4.89929e-05,4.89929e-05
9,15.2722,1.12169,1.32359,1.16759,0.75262,0.56085,0.66501,0.48665,1.02602,0.94394,1.02019,5.1032e-05,5.1032e-05,5.1032e-05
10,16.8655,1.19218,1.26928,1.16347,0.76873,0.57393,0.67302,0.49467,1.01549,0.92133,1.01276,5.21285e-05,5.21285e-05,5.21285e-05
11,23.9499,1.02864,1.08005,1.05173,0.73942,0.58161,0.66708,0.49665,1.00647,0.9064,1.00262,5.22827e-05,5.22827e-05,5.22827e-05
12,25.528,1.04647,1.38304,1.09438,0.77239,0.57674,0.66854,0.50173,1.00118,0.87393,0.99858,5.14943e-05,5.14943e-05,5.14943e-05
13,27.0666,1.08285,1.20837,1.08902,0.73271,0.6039,0.67974,0.50578,0.996,0.84849,0.99465,4.8314e-05,4.8314e-05,4.8314e-05
14,28.5973,1.10014,1.19442,1.11723,0.74095,0.61893,0.67657,0.51188,0.99545,0.82888,0.99263,4.24235e-05,4.24235e-05,4.24235e-05
15,30.1279,1.1151,1.2141,1.10735,0.76736,0.60402,0.68717,0.52071,0.99217,0.81401,0.99035,3.6533e-05,3.6533e-05,3.6533e-05
16,31.6846,1.12086,1.05106,1.09404,0.7866,0.61308,0.69197,0.52359,0.98936,0.80678,0.98878,3.06425e-05,3.06425e-05,3.06425e-05
17,33.2945,1.20134,1.33108,1.13201,0.79216,0.61154,0.68755,0.52343,0.98567,0.80022,0.98739,2.4752e-05,2.4752e-05,2.4752e-05
18,34.9202,1.07978,0.95381,1.07211,0.79502,0.61238,0.69053,0.52442,0.98345,0.79674,0.98572,1.88615e-05,1.88615e-05,1.88615e-05
19,36.4655,1.06107,1.04564,1.08195,0.78764,0.61852,0.69238,0.52626,0.97817,0.79307,0.98261,1.2971e-05,1.2971e-05,1.2971e-05
20,38.0334,1.12029,1.08851,1.11612,0.79252,0.61914,0.69078,0.52753,0.97833,0.79182,0.98297,7.0805e-06,7.0805e-06,7.0805e-06
