epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,2.48247,1.26857,1.97916,1.28138,0.63488,0.53824,0.59235,0.44355,1.05822,0.99835,1.03335,1.785e-05,1.785e-05,1.785e-05
2,4.41985,1.36065,1.83006,1.29905,0.64363,0.54609,0.59628,0.44556,1.05644,0.9877,1.03442,3.50639e-05,3.50639e-05,3.50639e-05
3,6.33952,1.3163,1.8333,1.27265,0.75425,0.48356,0.59821,0.44179,1.0624,0.97085,1.03676,5.03929e-05,5.03929e-05,5.03929e-05
4,8.17142,1.26373,1.68027,1.25037,0.77639,0.50031,0.61037,0.4472,1.07092,0.9721,1.03988,6.3837e-05,6.3837e-05,6.3837e-05
5,10.1115,1.29533,1.4578,1.22617,0.7907,0.51436,0.63018,0.46147,1.06359,0.96701,1.03723,7.5396e-05,7.5396e-05,7.5396e-05
6,12.0143,1.24178,1.55452,1.2163,0.78013,0.52786,0.63709,0.47133,1.05773,0.96621,1.0358,8.50701e-05,8.50701e-05,8.50701e-05
7,13.9374,1.28208,1.40512,1.2288,0.68237,0.58755,0.64068,0.47243,1.04869,0.95352,1.0306,8.3657e-05,8.3657e-05,8.3657e-05
8,15.7921,1.15611,1.38152,1.17648,0.70122,0.58767,0.65416,0.48433,1.03884,0.93984,1.02372,7.77665e-05,7.77665e-05,7.77665e-05
9,17.6656,1.24686,1.33184,1.20308,0.68565,0.59223,0.65735,0.49059,1.03628,0.92196,1.02324,7.1876e-05,7.1876e-05,7.1876e-05
10,19.505,1.23946,1.31806,1.18674,0.6594,0.61315,0.66157,0.49611,1.03072,0.90121,1.021,6.59855e-05,6.59855e-05,6.59855e-05
11,25.6819,1.14399,1.22955,1.11812,0.7225,0.59086,0.67047,0.49703,1.02247,0.90115,1.0122,6.0095e-05,6.0095e-05,6.0095e-05
12,27.6137,1.14722,1.20328,1.12403,0.75003,0.58428,0.67083,0.49686,1.02263,0.89703,1.00621,5.42045e-05,5.42045e-05,5.42045e-05
13,29.4361,1.13928,1.19106,1.12172,0.74795,0.60051,0.67239,0.49891,1.01317,0.89928,0.99747,4.8314e-05,4.8314e-05,4.8314e-05
14,31.3316,1.1496,1.12948,1.11457,0.76898,0.57474,0.67146,0.49804,1.01075,0.88812,0.99354,4.24235e-05,4.24235e-05,4.24235e-05
15,33.2947,1.14718,1.1724,1.1124,0.73961,0.59074,0.65976,0.49356,1.00599,0.88016,0.98991,3.6533e-05,3.6533e-05,3.6533e-05
16,35.1946,1.11242,1.12961,1.08557,0.72036,0.60344,0.65853,0.49448,1.00496,0.8735,0.98964,3.06425e-05,3.06425e-05,3.06425e-05
17,37.107,1.04124,1.08869,1.06727,0.72207,0.60837,0.66399,0.50034,1.00171,0.86256,0.98799,2.4752e-05,2.4752e-05,2.4752e-05
18,38.9398,1.1021,1.11056,1.08649,0.70287,0.60723,0.66068,0.49918,0.99817,0.86181,0.98627,1.88615e-05,1.88615e-05,1.88615e-05
19,40.7812,1.10008,1.06883,1.08387,0.6719,0.63817,0.66424,0.50227,0.99423,0.85895,0.9849,1.2971e-05,1.2971e-05,1.2971e-05
20,42.6363,1.06947,1.01695,1.08,0.65478,0.64039,0.66206,0.50097,0.99475,0.85953,0.98574,7.0805e-06,7.0805e-06,7.0805e-06
