epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,3.46001,1.05149,1.21003,1.14449,0.75979,0.70324,0.76862,0.60563,0.81519,0.65131,0.97322,1.666e-05,1.666e-05,1.666e-05
2,6.74649,1.05068,1.17707,1.16011,0.79265,0.71467,0.78089,0.61003,0.79962,0.70561,0.96136,3.28018e-05,3.28018e-05,3.28018e-05
3,10.0117,0.99439,0.98131,1.10074,0.76984,0.7293,0.78218,0.61344,0.78342,0.74467,0.94113,4.71764e-05,4.71764e-05,4.71764e-05
4,13.336,0.94284,0.97076,1.09094,0.7667,0.73915,0.78469,0.611,0.78685,0.70667,0.9474,5.97838e-05,5.97838e-05,5.97838e-05
5,16.4403,0.92128,0.84577,1.08674,0.77284,0.75778,0.79434,0.61979,0.77389,0.67292,0.93688,7.06241e-05,7.06241e-05,7.06241e-05
6,19.6325,0.93313,0.8196,1.06397,0.79174,0.74988,0.80601,0.63829,0.75289,0.65229,0.92757,7.96973e-05,7.96973e-05,7.96973e-05
7,22.752,0.96295,0.8066,1.07555,0.83424,0.73382,0.81268,0.646,0.73508,0.63426,0.91748,8.3657e-05,8.3657e-05,8.3657e-05
8,25.8725,0.91067,0.75438,1.03236,0.85249,0.7508,0.82634,0.66342,0.72768,0.53387,0.91277,7.77665e-05,7.77665e-05,7.77665e-05
9,28.9675,0.84887,0.71056,1.02068,0.87831,0.75338,0.8353,0.67047,0.71697,0.49849,0.90565,7.1876e-05,7.1876e-05,7.1876e-05
10,32.1224,0.85239,0.76004,1.03357,0.85731,0.77696,0.83322,0.67364,0.7159,0.47426,0.90238,6.59855e-05,6.59855e-05,6.59855e-05
11,39.7454,0.7767,0.60425,0.95059,0.87819,0.77494,0.84093,0.68094,0.70866,0.46018,0.89954,6.0095e-05,6.0095e-05,6.0095e-05
12,42.9222,0.80608,0.65415,0.99453,0.81812,0.80562,0.84324,0.68903,0.70554,0.45627,0.90036,5.42045e-05,5.42045e-05,5.42045e-05
13,46.3229,0.85017,0.64179,1.02334,0.87206,0.76214,0.84274,0.69334,0.70513,0.45362,0.89991,4.8314e-05,4.8314e-05,4.8314e-05
14,49.5221,0.81488,0.67812,0.97724,0.86856,0.76843,0.84501,0.69684,0.6999,0.45056,0.89672,4.24235e-05,4.24235e-05,4.24235e-05
15,52.6666,0.78345,0.6588,0.98086,0.88959,0.76695,0.85258,0.70596,0.68868,0.44397,0.8911,3.6533e-05,3.6533e-05,3.6533e-05
16,55.8257,0.80022,0.5875,0.95404,0.90384,0.77073,0.85614,0.71039,0.6839,0.44773,0.89335,3.06425e-05,3.06425e-05,3.06425e-05
17,59.379,0.78425,0.54888,0.95779,0.90548,0.7776,0.85895,0.71563,0.68272,0.44206,0.89256,2.4752e-05,2.4752e-05,2.4752e-05
18,62.889,0.78511,0.55886,0.97523,0.91285,0.78146,0.86009,0.7189,0.67267,0.44204,0.88781,1.88615e-05,1.88615e-05,1.88615e-05
19,66.2281,0.79823,0.69219,1.00731,0.90817,0.78719,0.86229,0.72104,0.67081,0.43247,0.8863,1.2971e-05,1.2971e-05,1.2971e-05
20,69.4939,0.74453,0.52099,0.93281,0.90815,0.78779,0.86267,0.72094,0.667,0.42935,0.88311,7.0805e-06,7.0805e-06,7.0805e-06
