epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,1.95179,1.23608,1.77513,1.23618,0.61478,0.55049,0.58063,0.43804,1.04592,0.96787,1.03164,7.14e-06,7.14e-06,7.14e-06
2,3.46225,1.28146,1.71691,1.28193,0.63831,0.52306,0.58883,0.44515,1.03757,0.94344,1.02981,1.47042e-05,1.47042e-05,1.47042e-05
3,4.89637,1.25898,1.6124,1.22975,0.63614,0.56877,0.60642,0.45848,1.03838,0.91473,1.02949,2.14438e-05,2.14438e-05,2.14438e-05
4,6.30963,1.298,1.51389,1.24689,0.72369,0.51261,0.60259,0.45409,1.03838,0.90615,1.02854,2.73587e-05,2.73587e-05,2.73587e-05
5,7.67091,1.22119,1.47549,1.20246,0.77159,0.50285,0.60761,0.45845,1.03344,0.90397,1.02624,3.24489e-05,3.24489e-05,3.24489e-05
6,9.08527,1.20058,1.39789,1.20507,0.77383,0.51241,0.618,0.46596,1.0281,0.90123,1.02428,3.67145e-05,3.67145e-05,3.67145e-05
7,10.5405,1.23398,1.35257,1.24119,0.78272,0.51874,0.62269,0.46562,1.02248,0.90228,1.02014,4.01554e-05,4.01554e-05,4.01554e-05
8,12.0148,1.2767,1.32883,1.2285,0.65459,0.60633,0.64345,0.47725,1.0128,0.90184,1.01682,4.27716e-05,4.27716e-05,4.27716e-05
9,13.3899,1.23383,1.28728,1.19709,0.66622,0.5929,0.64291,0.47829,1.00884,0.90125,1.01481,4.45631e-05,4.45631e-05,4.45631e-05
10,14.7333,1.12311,1.14337,1.13623,0.67209,0.60105,0.65333,0.48617,1.0064,0.88495,1.01167,4.553e-05,4.553e-05,4.553e-05
11,20.3127,1.08827,1.09771,1.08106,0.73591,0.5693,0.66282,0.49771,1.0001,0.87585,1.00446,4.56722e-05,4.56722e-05,4.56722e-05
12,21.6429,1.10072,1.08058,1.0898,0.72404,0.57416,0.66833,0.50221,0.99503,0.85394,0.99931,4.49897e-05,4.49897e-05,4.49897e-05
13,23.038,1.09395,1.07555,1.07826,0.68303,0.62381,0.68313,0.51474,0.99316,0.82386,0.99551,4.34826e-05,4.34826e-05,4.34826e-05
14,24.3914,1.05396,0.95826,1.06938,0.6826,0.6281,0.68618,0.51688,0.98705,0.80217,0.99151,4.11508e-05,4.11508e-05,4.11508e-05
15,25.7641,1.08906,0.97627,1.08925,0.68352,0.63698,0.69102,0.52398,0.97982,0.78837,0.98701,3.6533e-05,3.6533e-05,3.6533e-05
16,27.1426,1.07665,0.9964,1.07513,0.73657,0.61047,0.69293,0.52891,0.97129,0.77554,0.98151,3.06425e-05,3.06425e-05,3.06425e-05
17,28.5665,1.03104,0.96373,1.06126,0.74825,0.61816,0.6955,0.53269,0.96582,0.76939,0.97972,2.4752e-05,2.4752e-05,2.4752e-05
18,29.9177,1.09055,0.94419,1.06114,0.74591,0.6171,0.69394,0.53428,0.96212,0.76611,0.97869,1.88615e-05,1.88615e-05,1.88615e-05
19,31.3066,1.02108,0.92274,1.05087,0.74306,0.62221,0.69441,0.53357,0.95848,0.76253,0.97784,1.2971e-05,1.2971e-05,1.2971e-05
20,32.6664,1.00859,0.89378,1.03969,0.74624,0.62417,0.69432,0.53488,0.95517,0.7606,0.97705,7.0805e-06,7.0805e-06,7.0805e-06
