epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,6.32682,1.22813,1.46346,1.15743,0.64248,0.53751,0.59481,0.44194,1.05672,0.96979,1.03081,1.428e-05,1.428e-05,1.428e-05
2,8.01783,1.15833,1.36764,1.1375,0.66294,0.56034,0.60211,0.44444,1.05368,0.94106,1.02843,2.68048e-05,2.68048e-05,2.68048e-05
3,9.70169,1.16067,1.22683,1.12615,0.69219,0.52857,0.62136,0.45457,1.05392,0.93153,1.02778,3.62664e-05,3.62664e-05,3.62664e-05
4,11.3529,1.17524,1.3024,1.12743,0.74686,0.51152,0.63237,0.46376,1.04758,0.92338,1.0218,4.26651e-05,4.26651e-05,4.26651e-05
5,13.0083,1.12082,1.22708,1.12035,0.74243,0.51743,0.63536,0.47215,1.03784,0.90942,1.01447,4.60006e-05,4.60006e-05,4.60006e-05
6,14.6201,1.1661,1.22512,1.13731,0.67426,0.55808,0.63229,0.47505,1.02846,0.90336,1.00818,4.62732e-05,4.62732e-05,4.62732e-05
7,16.2886,1.14436,1.14871,1.1091,0.72206,0.56127,0.6406,0.4794,1.02571,0.89269,1.00655,4.34826e-05,4.34826e-05,4.34826e-05
8,17.8885,1.1093,1.10601,1.09234,0.75562,0.55631,0.65854,0.4895,1.02381,0.87874,1.00512,3.6533e-05,3.6533e-05,3.6533e-05
9,19.5764,1.1593,1.12001,1.11913,0.7788,0.56191,0.66276,0.49295,1.01888,0.86427,1.00226,2.4752e-05,2.4752e-05,2.4752e-05
10,21.1838,1.10416,1.04391,1.10145,0.78592,0.55923,0.66685,0.49581,1.01635,0.85296,1.00007,1.2971e-05,1.2971e-05,1.2971e-05
