epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,7.63472,1.06554,0.93497,1.06136,0.74628,0.62654,0.70028,0.54838,0.90637,0.70733,0.98933,4.76e-06,4.76e-06,4.76e-06
2,9.67703,1.03436,0.94767,1.06288,0.75902,0.63007,0.70954,0.55711,0.89892,0.68752,0.98425,9.64971e-06,9.64971e-06,9.64971e-06
3,11.9423,0.97072,0.87081,1.04868,0.76074,0.63067,0.71948,0.56595,0.88206,0.65464,0.97511,1.33613e-05,1.33613e-05,1.33613e-05
4,14.1326,0.99203,0.83057,1.04738,0.76229,0.65226,0.73162,0.57649,0.86749,0.63763,0.96781,1.58948e-05,1.58948e-05,1.58948e-05
5,16.2883,0.91899,0.79158,1.0419,0.77048,0.66498,0.73917,0.58395,0.85735,0.62442,0.95896,1.72502e-05,1.72502e-05,1.72502e-05
6,18.5376,0.95377,0.7878,1.03122,0.77031,0.66858,0.74091,0.58566,0.84791,0.61103,0.95251,1.74276e-05,1.74276e-05,1.74276e-05
7,20.8322,0.97721,0.76857,1.02912,0.77696,0.68687,0.75535,0.5971,0.84025,0.59453,0.94705,1.64268e-05,1.64268e-05,1.64268e-05
8,22.9499,0.96387,0.72632,1.0021,0.7627,0.70235,0.76056,0.60032,0.83719,0.58526,0.9432,1.42479e-05,1.42479e-05,1.42479e-05
9,25.1444,0.95178,0.74973,1.01007,0.79421,0.69378,0.76319,0.60657,0.83518,0.57956,0.94074,1.08909e-05,1.08909e-05,1.08909e-05
10,27.2585,0.9375,0.72446,1.00628,0.80068,0.6912,0.76526,0.60789,0.83314,0.57511,0.93862,6.35579e-06,6.35579e-06,6.35579e-06
