epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,13.9821,1.80886,3.87414,1.55123,0.51572,0.4495,0.4731,0.33199,1.16293,1.394,1.08955,3.93568e-05,3.93568e-05,3.93568e-05
2,23.7403,1.65024,3.54801,1.44725,0.59211,0.41328,0.47812,0.33819,1.16869,1.43094,1.09953,7.12001e-05,7.12001e-05,7.12001e-05
3,33.4883,1.69259,3.58088,1.46475,0.45413,0.46617,0.47904,0.33875,1.16245,1.36206,1.09084,9.51895e-05,9.51895e-05,9.51895e-05
4,43.1771,1.67848,3.3805,1.47716,0.55261,0.44608,0.48324,0.34487,1.16732,1.38187,1.09687,8.3657e-05,8.3657e-05,8.3657e-05
5,52.0618,1.59671,3.23552,1.39475,0.53068,0.43374,0.47003,0.3424,1.15638,1.37039,1.08729,7.1876e-05,7.1876e-05,7.1876e-05
6,61.4842,1.54104,3.19832,1.39418,0.54327,0.41672,0.46477,0.33804,1.1879,1.39276,1.09858,6.0095e-05,6.0095e-05,6.0095e-05
7,70.3006,1.55507,3.01494,1.37231,0.56605,0.42419,0.46912,0.34181,1.16974,1.35691,1.09471,4.8314e-05,4.8314e-05,4.8314e-05
8,79.2104,1.62927,3.00419,1.39343,0.52562,0.45574,0.47929,0.34215,1.15317,1.34273,1.08152,3.6533e-05,3.6533e-05,3.6533e-05
9,89.2915,1.56142,2.99158,1.39285,0.5049,0.44661,0.48377,0.34307,1.15652,1.33019,1.08187,2.4752e-05,2.4752e-05,2.4752e-05
10,99.0782,1.55597,2.96632,1.37676,0.5213,0.44368,0.46471,0.34046,1.16475,1.37937,1.09057,1.2971e-05,1.2971e-05,1.2971e-05
