epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,17.6663,0.97109,1.29686,1.13548,0.82105,0.7235,0.79406,0.64171,0.77392,0.59079,0.94648,3.90469e-05,3.90469e-05,3.90469e-05
2,28.8346,0.93024,1.0705,1.08549,0.82657,0.69499,0.7869,0.63683,0.78846,0.63868,0.94906,7.09209e-05,7.09209e-05,7.09209e-05
3,39.6175,0.90693,0.95445,1.07238,0.81627,0.69923,0.77336,0.62469,0.78615,0.65153,0.95617,9.49409e-05,9.49409e-05,9.49409e-05
4,50.5058,0.95893,0.96841,1.10665,0.80059,0.69074,0.77771,0.61339,0.82665,0.70624,0.98002,8.3657e-05,8.3657e-05,8.3657e-05
5,61.3852,0.95899,0.87617,1.0857,0.75387,0.74304,0.78688,0.62593,0.80493,0.71467,0.96231,7.1876e-05,7.1876e-05,7.1876e-05
6,72.4219,0.91731,0.8772,1.08487,0.79363,0.731,0.78415,0.6269,0.8046,0.74544,0.95994,6.0095e-05,6.0095e-05,6.0095e-05
7,83.3903,0.89879,0.80351,1.04991,0.81035,0.73401,0.79827,0.64157,0.77688,0.71405,0.94609,4.8314e-05,4.8314e-05,4.8314e-05
8,94.4641,0.83774,0.79001,1.00496,0.83101,0.72397,0.79799,0.64505,0.76418,0.66449,0.94414,3.6533e-05,3.6533e-05,3.6533e-05
9,105.534,0.8768,0.76835,1.07072,0.80874,0.75442,0.80456,0.65084,0.75511,0.63209,0.94214,2.4752e-05,2.4752e-05,2.4752e-05
10,116.696,0.82496,0.76877,1.03386,0.81143,0.75615,0.82212,0.66384,0.74458,0.60747,0.9361,1.2971e-05,1.2971e-05,1.2971e-05
