epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,7.10425,0.93093,0.81023,1.00723,0.80966,0.67705,0.76296,0.6012,0.8266,0.63652,0.95044,1.071e-05,1.071e-05,1.071e-05
2,10.2023,0.99164,0.88699,1.0497,0.85192,0.67792,0.78003,0.61425,0.80948,0.618,0.94225,2.03716e-05,2.03716e-05,2.03716e-05
3,13.2522,0.91803,0.80073,1.05212,0.87212,0.70138,0.79398,0.63293,0.79646,0.59841,0.93324,2.7677e-05,2.7677e-05,2.7677e-05
4,16.4072,0.88809,0.72807,1.00003,0.87151,0.71951,0.80034,0.64143,0.77858,0.56432,0.92465,3.26262e-05,3.26262e-05,3.26262e-05
5,19.3932,0.80741,0.6474,0.98064,0.86394,0.71752,0.80779,0.64929,0.76833,0.54512,0.92124,3.52192e-05,3.52192e-05,3.52192e-05
6,22.48,0.83951,0.75003,1.00179,0.87177,0.73876,0.82402,0.6617,0.74903,0.52167,0.9042,3.54561e-05,3.54561e-05,3.54561e-05
7,25.5598,0.86776,0.76293,0.99978,0.86433,0.74959,0.83623,0.66982,0.74362,0.50583,0.9,3.33367e-05,3.33367e-05,3.33367e-05
8,28.5518,0.8114,0.72987,0.98788,0.87934,0.75015,0.84084,0.67414,0.74062,0.49713,0.89948,2.88611e-05,2.88611e-05,2.88611e-05
9,31.6849,0.84859,0.63485,0.95735,0.88284,0.74887,0.84595,0.67734,0.72547,0.48749,0.89358,2.20293e-05,2.20293e-05,2.20293e-05
10,34.7044,0.73526,0.56433,0.94598,0.83,0.79024,0.84893,0.68272,0.71861,0.48357,0.88974,1.28413e-05,1.28413e-05,1.28413e-05
