epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,6.91925,0.93676,0.83254,1.01909,0.77027,0.67636,0.76382,0.59817,0.84069,0.65027,0.95315,8.33e-06,8.33e-06,8.33e-06
2,10.0965,0.89834,0.82036,1.01063,0.764,0.70427,0.76921,0.61466,0.80832,0.60783,0.93059,1.60829e-05,1.60829e-05,1.60829e-05
3,13.2392,0.88487,0.72711,1.00108,0.83363,0.68212,0.77543,0.62459,0.79514,0.60046,0.92517,2.19507e-05,2.19507e-05,2.19507e-05
4,16.2776,0.87199,0.72342,0.99652,0.83487,0.69989,0.78726,0.63683,0.78099,0.57648,0.9194,2.59337e-05,2.59337e-05,2.59337e-05
5,19.3294,0.8447,0.67019,0.99514,0.84614,0.72503,0.81645,0.65244,0.76551,0.55491,0.91411,2.80316e-05,2.80316e-05,2.80316e-05
6,22.4372,0.85401,0.61878,1.00525,0.84025,0.73495,0.8203,0.6634,0.75478,0.53489,0.91033,2.82447e-05,2.82447e-05,2.82447e-05
7,25.4852,0.81099,0.57642,0.96318,0.85833,0.74518,0.83198,0.67067,0.75438,0.52831,0.91443,2.65727e-05,2.65727e-05,2.65727e-05
8,28.5199,0.79199,0.56231,0.94536,0.87236,0.75289,0.83611,0.67328,0.74811,0.5179,0.91054,2.30158e-05,2.30158e-05,2.30158e-05
9,31.5245,0.82919,0.59725,0.96351,0.8755,0.76255,0.84091,0.68229,0.74281,0.51148,0.9089,1.75739e-05,1.75739e-05,1.75739e-05
10,34.6032,0.81751,0.57659,0.96704,0.87118,0.76233,0.8409,0.6813,0.73234,0.50233,0.90244,1.02471e-05,1.02471e-05,1.02471e-05
