epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,1.92468,1.309,1.87963,1.295,0.63683,0.53169,0.5818,0.43706,1.02422,0.93414,1.02408,4.76e-06,4.76e-06,4.76e-06
2,3.46659,1.30603,1.63188,1.23789,0.63647,0.5531,0.58961,0.4411,1.02095,0.92047,1.02404,1.01799e-05,1.01799e-05,1.01799e-05
3,4.97351,1.3222,1.61279,1.26435,0.63947,0.562,0.58922,0.44301,1.01418,0.90316,1.01725,1.50107e-05,1.50107e-05,1.50107e-05
4,6.55734,1.27859,1.71137,1.27278,0.6389,0.53867,0.59451,0.44743,1.01656,0.88527,1.01758,1.92524e-05,1.92524e-05,1.92524e-05
5,8.11405,1.26023,1.51893,1.23727,0.71098,0.51277,0.60039,0.44888,1.02081,0.8832,1.01838,2.29051e-05,2.29051e-05,2.29051e-05
6,9.81546,1.22668,1.51654,1.21554,0.73699,0.52789,0.61213,0.45473,1.01818,0.891,1.01947,2.59688e-05,2.59688e-05,2.59688e-05
7,11.3596,1.24382,1.33459,1.21888,0.76813,0.52961,0.62277,0.46019,1.0039,0.91007,1.01449,2.84434e-05,2.84434e-05,2.84434e-05
8,13.0078,1.29724,1.37181,1.22973,0.79489,0.5202,0.62336,0.46254,0.99469,0.92576,1.01159,3.03289e-05,3.03289e-05,3.03289e-05
9,14.6006,1.19043,1.25085,1.17346,0.80834,0.52901,0.63261,0.47189,0.98575,0.93366,1.0101,3.16254e-05,3.16254e-05,3.16254e-05
10,16.0615,1.15761,1.28813,1.16097,0.82047,0.52125,0.64434,0.4766,0.98181,0.92157,1.00894,3.23329e-05,3.23329e-05,3.23329e-05
11,23.1005,1.09885,1.12096,1.09051,0.80664,0.53337,0.6524,0.48596,0.98232,0.89695,1.00556,3.24513e-05,3.24513e-05,3.24513e-05
12,24.6213,1.10007,1.13165,1.13562,0.82659,0.53205,0.65811,0.49665,0.97936,0.8789,1.00232,3.19807e-05,3.19807e-05,3.19807e-05
13,26.1093,1.06753,1.04497,1.07882,0.83617,0.53279,0.66596,0.5018,0.96839,0.83434,0.99665,3.0921e-05,3.0921e-05,3.0921e-05
14,27.6325,1.08094,1.02676,1.09413,0.8333,0.53706,0.67128,0.50759,0.96302,0.80928,0.99243,2.92722e-05,2.92722e-05,2.92722e-05
15,29.1023,1.10363,1.01809,1.09879,0.69314,0.60984,0.67086,0.50623,0.95741,0.78046,0.9899,2.70344e-05,2.70344e-05,2.70344e-05
16,30.5776,1.03773,0.99913,1.05117,0.7126,0.60371,0.67395,0.50719,0.95454,0.76985,0.98844,2.42076e-05,2.42076e-05,2.42076e-05
17,32.2837,1.04061,1.05069,1.08516,0.728,0.60395,0.6781,0.50908,0.95249,0.76061,0.98555,2.07917e-05,2.07917e-05,2.07917e-05
18,33.7408,1.09065,1.03538,1.09266,0.73966,0.60758,0.68108,0.51301,0.95049,0.75499,0.98391,1.67867e-05,1.67867e-05,1.67867e-05
19,35.2698,1.06795,1.0171,1.08188,0.75061,0.61173,0.68555,0.51523,0.9488,0.74914,0.98262,1.21927e-05,1.21927e-05,1.21927e-05
20,36.7652,1.01941,0.92142,1.03758,0.74798,0.61307,0.68624,0.51737,0.94748,0.74511,0.98185,7.0097e-06,7.0097e-06,7.0097e-06
