epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,2.34733,1.08544,1.33634,1.16434,0.73686,0.62203,0.69822,0.54802,0.93201,0.74069,0.9838,9.52e-06,9.52e-06,9.52e-06
2,4.32853,1.08844,1.13346,1.13923,0.73559,0.65833,0.71355,0.55636,0.92501,0.70603,0.98307,1.92286e-05,1.92286e-05,1.92286e-05
3,6.20118,1.11382,1.0677,1.14609,0.76172,0.6491,0.72203,0.56411,0.92187,0.68719,0.98049,2.78769e-05,2.78769e-05,2.78769e-05
4,8.12795,1.11607,1.09472,1.17007,0.76088,0.6505,0.72953,0.57069,0.91948,0.68561,0.97564,3.5465e-05,3.5465e-05,3.5465e-05
5,10.0999,1.05746,0.97758,1.12585,0.75603,0.68289,0.73742,0.57308,0.9153,0.70124,0.96907,4.19927e-05,4.19927e-05,4.19927e-05
6,12.0829,1.01304,0.90803,1.08845,0.77031,0.69075,0.74017,0.57068,0.91131,0.70047,0.9664,4.74602e-05,4.74602e-05,4.74602e-05
7,13.9343,1.06445,0.93854,1.1319,0.795,0.69121,0.75109,0.58263,0.90221,0.67522,0.96074,5.18673e-05,5.18673e-05,5.18673e-05
8,15.8881,0.98659,0.86691,1.07403,0.80992,0.69002,0.75678,0.59037,0.8828,0.65139,0.95003,5.52142e-05,5.52142e-05,5.52142e-05
9,17.7314,1.0138,0.87342,1.07424,0.83142,0.68666,0.77181,0.60747,0.87039,0.6235,0.94147,5.75008e-05,5.75008e-05,5.75008e-05
10,19.5785,0.98847,0.89964,1.07143,0.79994,0.71539,0.7751,0.6106,0.86185,0.60849,0.93532,5.87271e-05,5.87271e-05,5.87271e-05
11,25.6129,0.92905,0.78731,1.00689,0.82353,0.70569,0.77968,0.61781,0.85277,0.59783,0.9304,5.88931e-05,5.88931e-05,5.88931e-05
12,27.4698,0.9064,0.73426,1.02569,0.81618,0.72144,0.78715,0.62937,0.84036,0.58028,0.92385,5.42045e-05,5.42045e-05,5.42045e-05
13,29.2845,0.89791,0.67647,1.00274,0.82943,0.72157,0.79094,0.62934,0.83807,0.57338,0.92334,4.8314e-05,4.8314e-05,4.8314e-05
14,31.1245,0.9355,0.70862,1.01768,0.82038,0.72764,0.79482,0.63222,0.83037,0.56811,0.92078,4.24235e-05,4.24235e-05,4.24235e-05
15,33.0468,0.90891,0.66544,1.00062,0.82813,0.72433,0.79648,0.63644,0.82392,0.55952,0.91777,3.6533e-05,3.6533e-05,3.6533e-05
16,34.8925,0.88502,0.65603,0.97952,0.82904,0.72671,0.801,0.64072,0.81969,0.55353,0.91454,3.06425e-05,3.06425e-05,3.06425e-05
17,36.7874,0.87892,0.65238,1.00006,0.83174,0.73091,0.80344,0.64326,0.81824,0.55049,0.91259,2.4752e-05,2.4752e-05,2.4752e-05
18,38.7293,0.87004,0.65102,0.98402,0.8646,0.71916,0.80425,0.64534,0.8143,0.54698,0.91068,1.88615e-05,1.88615e-05,1.88615e-05
19,40.5762,0.8743,0.6546,0.98708,0.85125,0.72525,0.80594,0.64868,0.81163,0.54618,0.91015,1.2971e-05,1.2971e-05,1.2971e-05
20,42.4352,0.84412,0.60995,0.96512,0.87145,0.71682,0.80707,0.65142,0.80746,0.54472,0.9076,7.0805e-06,7.0805e-06,7.0805e-06
