epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,7.02269,1.15374,1.22789,1.12296,0.64909,0.52938,0.58933,0.43876,1.05682,0.97516,1.0372,4.76e-06,4.76e-06,4.76e-06
2,8.5306,1.19081,1.27116,1.15544,0.65591,0.53872,0.58735,0.44141,1.05149,0.95818,1.03532,9.64971e-06,9.64971e-06,9.64971e-06
3,10.0245,1.11831,1.18706,1.11183,0.65465,0.53188,0.59367,0.44876,1.04453,0.9402,1.03123,1.33613e-05,1.33613e-05,1.33613e-05
4,11.487,1.12232,1.11137,1.10712,0.73497,0.5114,0.60873,0.46062,1.03515,0.91799,1.02476,1.58948e-05,1.58948e-05,1.58948e-05
5,12.9946,1.12974,1.11469,1.11388,0.79553,0.50214,0.61198,0.46844,1.02493,0.90218,1.01747,1.72502e-05,1.72502e-05,1.72502e-05
6,14.5991,1.10489,1.07157,1.11273,0.65052,0.58477,0.63099,0.48616,1.01951,0.88716,1.01451,1.74276e-05,1.74276e-05,1.74276e-05
7,16.2246,1.09305,1.06209,1.08112,0.70127,0.57688,0.64053,0.4948,1.01349,0.87351,1.01021,1.64268e-05,1.64268e-05,1.64268e-05
8,17.8264,1.09781,1.08874,1.07445,0.70429,0.57553,0.64048,0.49479,1.00908,0.86641,1.00766,1.42479e-05,1.42479e-05,1.42479e-05
9,19.3168,1.12673,1.03553,1.10205,0.72349,0.56182,0.64569,0.49981,1.00645,0.86106,1.00616,1.08909e-05,1.08909e-05,1.08909e-05
10,20.785,1.09397,1.01738,1.09113,0.72007,0.56453,0.64699,0.5015,1.00517,0.85956,1.00551,6.35579e-06,6.35579e-06,6.35579e-06
