epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,4.05992,1.33861,2.22017,1.29406,0.62166,0.52819,0.57042,0.41582,1.07708,1.06423,1.05283,3.87442e-05,3.87442e-05,3.87442e-05
2,7.44498,1.49917,2.29077,1.37133,0.59409,0.51878,0.56065,0.41212,1.09864,1.09763,1.0752,7.45295e-05,7.45295e-05,7.45295e-05
3,10.8942,1.35823,2.08967,1.28545,0.59808,0.52675,0.57467,0.41991,1.10015,1.05112,1.0792,0.000106388,0.000106388,0.000106388
4,14.8207,1.28837,1.9601,1.26756,0.5916,0.53138,0.58668,0.42668,1.0745,1.02051,1.04697,0.000101329,0.000101329,0.000101329
5,18.3933,1.36921,2.0262,1.31867,0.59476,0.54216,0.5933,0.42775,1.07927,1.01048,1.043,9.5438e-05,9.5438e-05,9.5438e-05
6,21.8045,1.3047,1.9725,1.26369,0.65213,0.53739,0.6043,0.4426,1.0602,0.98555,1.03676,8.95475e-05,8.95475e-05,8.95475e-05
7,25.2448,1.31573,1.88479,1.27933,0.75539,0.49695,0.61314,0.43859,1.06962,0.98537,1.03989,8.3657e-05,8.3657e-05,8.3657e-05
8,28.6676,1.36357,1.9163,1.27427,0.72775,0.52522,0.61635,0.45258,1.0476,0.96956,1.03254,7.77665e-05,7.77665e-05,7.77665e-05
9,32.0491,1.34746,1.73203,1.2641,0.67361,0.54144,0.61912,0.45092,1.04311,0.95108,1.0329,7.1876e-05,7.1876e-05,7.1876e-05
10,35.5004,1.29796,1.7763,1.26639,0.7693,0.51725,0.62135,0.45458,1.0321,0.93422,1.02697,6.59855e-05,6.59855e-05,6.59855e-05
11,43.0734,1.26453,1.80257,1.20741,0.74228,0.52746,0.62226,0.46276,1.02537,0.94577,1.01441,6.0095e-05,6.0095e-05,6.0095e-05
12,46.4488,1.26506,1.84216,1.20171,0.69924,0.53764,0.59796,0.44431,1.0308,0.99568,1.01419,5.42045e-05,5.42045e-05,5.42045e-05
13,49.8206,1.225,1.61876,1.18567,0.74769,0.51156,0.61094,0.45709,1.02459,0.98759,1.01049,4.8314e-05,4.8314e-05,4.8314e-05
14,53.3797,1.32608,1.80855,1.23047,0.76839,0.5115,0.61371,0.46706,1.02058,0.96026,1.0096,4.24235e-05,4.24235e-05,4.24235e-05
15,56.9957,1.24309,1.74303,1.19638,0.75048,0.52115,0.61895,0.46719,1.0148,0.9569,1.01002,3.6533e-05,3.6533e-05,3.6533e-05
16,60.4525,1.25512,1.6319,1.16462,0.73174,0.52549,0.63182,0.47406,1.01717,0.94775,1.01172,3.06425e-05,3.06425e-05,3.06425e-05
17,64.1706,1.20024,1.53729,1.16482,0.70885,0.55191,0.6318,0.47571,1.01081,0.94213,1.00888,2.4752e-05,2.4752e-05,2.4752e-05
18,67.8559,1.23443,1.52753,1.18974,0.76021,0.52664,0.63206,0.47428,1.0101,0.93859,1.00907,1.88615e-05,1.88615e-05,1.88615e-05
19,71.8722,1.21386,1.58438,1.16909,0.7523,0.52348,0.6369,0.47747,1.00784,0.94269,1.00603,1.2971e-05,1.2971e-05,1.2971e-05
20,75.5898,1.21934,1.49913,1.1948,0.68454,0.57229,0.62844,0.47043,1.0083,0.94136,1.00735,7.0805e-06,7.0805e-06,7.0805e-06
