epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,29.9949,0.87712,0.95052,1.12743,0.84917,0.70274,0.81105,0.67094,0.75711,0.52954,0.94294,5.95e-06,5.95e-06,5.95e-06
2,68.9453,0.95507,0.77896,1.14008,0.8198,0.75002,0.82138,0.68139,0.74357,0.54379,0.93026,1.2442e-05,1.2442e-05,1.2442e-05
3,110.675,0.93195,0.75916,1.10658,0.86281,0.74659,0.83079,0.681,0.75011,0.57934,0.92752,1.82272e-05,1.82272e-05,1.82272e-05
4,153.697,0.86628,0.6523,1.04715,0.87253,0.77017,0.8441,0.68745,0.72559,0.54247,0.91353,2.33056e-05,2.33056e-05,2.33056e-05
5,197.721,0.87037,0.64629,1.05327,0.8832,0.77212,0.85341,0.70079,0.71834,0.48675,0.91354,2.7677e-05,2.7677e-05,2.7677e-05
6,243.054,0.82217,0.6061,1.03469,0.88936,0.77117,0.85336,0.70866,0.71061,0.44491,0.91213,3.13416e-05,3.13416e-05,3.13416e-05
7,287.406,0.84385,0.60416,1.0728,0.91904,0.77074,0.86141,0.7218,0.69427,0.41114,0.90727,3.42994e-05,3.42994e-05,3.42994e-05
8,330.811,0.81661,0.58552,1.03931,0.92,0.7906,0.87177,0.7325,0.68443,0.39896,0.90192,3.65503e-05,3.65503e-05,3.65503e-05
9,370.628,0.77471,0.53758,0.99555,0.89072,0.82363,0.87598,0.73539,0.69049,0.39728,0.90307,3.80943e-05,3.80943e-05,3.80943e-05
10,415.953,0.73862,0.5239,0.99378,0.92815,0.81606,0.87914,0.74254,0.66545,0.38706,0.89253,3.89314e-05,3.89314e-05,3.89314e-05
11,467.925,0.7189,0.49209,0.94175,0.91072,0.81643,0.88193,0.74967,0.64344,0.3781,0.88518,3.90618e-05,3.90618e-05,3.90618e-05
12,513.909,0.69749,0.44484,0.93271,0.90402,0.81045,0.88392,0.75581,0.63878,0.39115,0.8807,3.84852e-05,3.84852e-05,3.84852e-05
13,553.737,0.68695,0.45319,0.93212,0.92061,0.82179,0.88711,0.75296,0.63927,0.36641,0.87895,3.72018e-05,3.72018e-05,3.72018e-05
14,597.711,0.6939,0.44659,0.92025,0.93038,0.82501,0.88823,0.7527,0.63244,0.36746,0.87435,3.52115e-05,3.52115e-05,3.52115e-05
15,641.42,0.64812,0.4101,0.8969,0.92823,0.82761,0.89069,0.76085,0.62253,0.36035,0.87031,3.25144e-05,3.25144e-05,3.25144e-05
16,681.93,0.66096,0.41464,0.91344,0.9281,0.82064,0.89072,0.76202,0.61225,0.35003,0.86559,2.91104e-05,2.91104e-05,2.91104e-05
17,722.372,0.63547,0.3841,0.90394,0.92274,0.83076,0.89394,0.7642,0.59945,0.34219,0.85986,2.4752e-05,2.4752e-05,2.4752e-05
18,766.875,0.63601,0.39161,0.89159,0.91617,0.83568,0.89371,0.76467,0.58878,0.33731,0.85428,1.88615e-05,1.88615e-05,1.88615e-05
19,812.468,0.62316,0.38333,0.90506,0.92387,0.841,0.89982,0.77052,0.58086,0.33224,0.8512,1.2971e-05,1.2971e-05,1.2971e-05
20,861.285,0.59749,0.36355,0.8752,0.92428,0.84044,0.89949,0.77175,0.57595,0.32842,0.84914,7.0805e-06,7.0805e-06,7.0805e-06
