epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,5.63177,1.15519,1.19298,1.13581,0.65099,0.53334,0.58778,0.43645,1.05238,0.9774,1.03626,4.76e-06,4.76e-06,4.76e-06
2,6.93498,1.18879,1.27649,1.13539,0.66113,0.53768,0.58598,0.43996,1.04766,0.96332,1.03527,9.64971e-06,9.64971e-06,9.64971e-06
3,8.25,1.15429,1.27211,1.14079,0.66505,0.52586,0.59885,0.45296,1.03445,0.93831,1.02715,1.33613e-05,1.33613e-05,1.33613e-05
4,9.57367,1.13075,1.11062,1.1157,0.67153,0.54734,0.61489,0.46598,1.02852,0.91623,1.02342,1.58948e-05,1.58948e-05,1.58948e-05
5,10.901,1.10837,1.1178,1.09805,0.74891,0.52017,0.61895,0.46925,1.02128,0.89802,1.01892,1.72502e-05,1.72502e-05,1.72502e-05
6,12.2264,1.10277,1.08887,1.11164,0.76199,0.53006,0.64166,0.49008,1.01633,0.88151,1.01431,1.74276e-05,1.74276e-05,1.74276e-05
7,13.6015,1.12525,1.06867,1.10936,0.76945,0.53346,0.64679,0.49351,1.01477,0.86871,1.01229,1.64268e-05,1.64268e-05,1.64268e-05
8,14.9555,1.06547,1.04927,1.07212,0.74056,0.54721,0.64687,0.49457,1.01253,0.86384,1.0107,1.42479e-05,1.42479e-05,1.42479e-05
9,16.297,1.09617,1.06703,1.10034,0.70441,0.58526,0.65162,0.50019,1.00812,0.8579,1.0087,1.08909e-05,1.08909e-05,1.08909e-05
10,17.5378,1.09076,1.02126,1.0934,0.79202,0.52754,0.65211,0.49997,1.00678,0.85519,1.00825,6.35579e-06,6.35579e-06,6.35579e-06
