model,epochs,tag,batch,avg_mem,avg_power,avg_step_time,energy_per_img,gpu_util_early_late,gpu_util_max,gpu_util_mean,gpu_util_p95,gpu_util_slope,gpu_util_std,is65W,map50,mem_clock_early_late,mem_clock_max,mem_clock_mean,mem_clock_p95,mem_clock_slope,mem_clock_std,mem_util_early_late,mem_util_max,mem_util_mean,mem_util_p95,mem_util_slope,mem_util_std,power_early_late,power_limit_w,power_peak_to_mean,power_range,power_slope,pwr_max,pwr_mean,pwr_min,pwr_p95,pwr_std,sm_clock_early_late,sm_clock_max,sm_clock_mean,sm_clock_p95,sm_clock_slope,sm_clock_std,step_time_cv,step_time_mean,step_time_p95,step_time_slope,step_time_std,temp_early_late,temp_max,temp_mean,temp_p95,temp_slope,temp_std,thr_mean,thr_p95,thr_std,throughput,throughput_var_ratio,vram_total_mb,n_logs,delta_map,true_score,rel,pred_score,rank_pred
yolo11m.pt,1,115W,1,1833.12109375,21.763111070919592,0.0750145791016016,1.627785029173804,15.5710742710186,43.0,15.156448478434266,41.25,0.0447397378892077,17.309682206247018,0.0,0.70007,0.0,8200.0,8190.243902439024,8200.0,0.0103693875045208,53.2132298274913,3.075628367834334,14.25,3.9272832649848137,12.25,0.0102930886873854,4.611353229625604,7.264701335524089,115.042,1.7576237437170146,23.10725,0.0219651317501022,38.214,21.76311107091961,15.10675,34.1238,7.443598935645886,194.3012222306113,2651.25,2167.7811682817933,2575.124999999998,0.6229979907484056,225.9040803987222,0.2813867679798616,0.0750145791016016,0.1030319674997599,-0.0001660389690111,0.0214786643612743,1.092654918549684,72.75,68.24589922558721,71.25,0.0041121182616806,1.6810220583726694,13.89818578547188,16.170835989815437,2.127907171167358,13.379512641985968,0.0238053895794304,8188.0,4,0.062120000000000064,-94.1773462161801,3,1.9861541986465454,1
yolo11m.pt,1,115W,8,3124.9393310546875,22.139377099047053,0.1375220765622486,0.3801454649778579,10.70415200931499,77.5,10.235537148087513,64.75,0.0586066857104121,21.8835725155549,0.0,0.76219,0.0,8200.0,8200.0,8200.0,-5.202432013678228e-15,0.0,5.829365837229982,53.0,6.097728776835937,42.25,0.0357667295294892,14.162908731767333,9.785118942740324,115.5435,2.984905078856466,51.104,0.04528743156939,66.05025,22.13937709904705,14.94625,57.75832499999997,13.278119777619796,419.6014406816208,2655.0,2185.8331383722966,2655.0,1.3567207732310904,281.5476741952089,0.299696569959975,0.1375220765622486,0.1891353249999383,-0.0054187365073402,0.0427148339117841,2.102740077665999,77.25,67.11018134968597,74.25,0.0095535692386712,2.852433694174258,62.11981288395378,81.38063609625759,12.374910576886569,58.46273807227011,0.0418037799608643,8188.0,4,0.0,-145.34995826076747,2,0.5565074682235718,2
yolo11m.pt,1,115W,16,4767.96484375,22.675584776326208,0.2370138406247974,0.3358783175001358,9.355942589904853,81.75,10.840034473466336,75.0,0.0618833640928524,23.910093369231625,0.0,0.75866,0.0,8200.0,8200.0,8200.0,9.851080177115432e-15,0.0,5.711724491441473,63.0,7.320617223449461,55.5,0.0429995601548453,17.743320401523114,10.244885098601609,117.016,3.219290603060097,58.245,0.05131191965488,73.033,22.675584776326204,14.788,62.83654999999997,14.815441325547765,405.37262423111474,2655.0,2188.6751904454536,2655.0,1.40696288387747,286.1982687381121,0.2009570596970776,0.2370138406247974,0.3191610562489358,-0.0141781306545161,0.0491820556534772,1.8125786163522013,76.0,65.89494163679876,73.0,0.0094658835081575,2.967888221429148,70.11204104178248,77.53231168283358,9.14647497069129,67.67604602058837,0.0220079965868056,8188.0,4,0.003530000000000033,-224.89845681422136,1,-0.8498185276985168,3
yolo11m.pt,1,115W,32,7953.94921875,21.84571291591447,0.439884831249742,0.2998737859464868,12.733388181348069,91.75,10.163802490300604,67.0,0.0634458323671424,23.16362554411769,0.0,0.75759,0.0,8200.0,8200.0,8200.0,-3.7418155830721404e-15,0.0,8.109877066571832,78.25,7.200309904607094,51.75,0.0476042229092822,19.369701297106467,11.447936687910072,115.0,3.318488215323252,57.44725,0.0510618524077011,72.21025,21.84571291591445,14.763,58.43575,13.819220033232725,448.14704013998494,2655.0,2177.21327600486,2655.0,1.449124611815246,281.4140047426493,0.1481324531195211,0.439884831249742,0.5328210574996205,-0.0490083674999368,0.0670313625370249,2.8524992140026058,76.5,65.50780579293559,73.25,0.0118630914949757,3.174226350567273,74.68886013811148,81.46778437802129,8.937197240776838,72.89285454412205,0.0195219369941343,8188.0,4,0.0046000000000000485,-382.3837784490377,0,-1.8828115463256836,4
yolo11m.pt,1,65W,1,1593.9873046875,20.691369344165995,0.0789358539062589,1.6305410145032444,12.00345801953488,43.0,14.204171253295854,41.0,0.0351542798443852,17.11525206574248,1.0,0.70007,379.36103436647727,8000.0,7459.167952122307,8000.0,1.0086012457347897,497.0279627301048,2.413910441477204,14.5,3.7774649714670168,13.75,0.0083423292165667,4.789512747737911,6.695752310498271,53.2715,2.1147611985164496,29.55775,0.0178070653562987,43.70025,20.691369344166,14.1425,31.956149999999983,7.3486688014774675,129.8516880779265,2497.5,2088.9369978741342,2396.25,0.3219934540327005,134.22053703005562,0.2989866917113294,0.0789358539062589,0.1098555837499815,-0.0001752228977357,0.0240563477165521,1.7799366684217723,77.0,71.8422810358226,74.5,0.0047523011505927,1.7130093683789889,13.21427301351068,15.31742948536617,2.025984958456601,12.694307587314013,0.0240239686240966,8188.0,4,0.062120000000000064,-82.1046957614306,3,1.2857749462127686,1
yolo11m.pt,1,65W,8,2886.263671875,19.50502600033828,0.1612487703124258,0.3928292678531774,13.60357315778744,77.25,11.261135661474835,68.75,0.0600516189171877,22.636595929569975,1.0,0.76219,357.54565367689133,8000.0,7278.624446767762,8000.0,1.2700404850194935,447.67064079197854,6.610476884536804,44.75,6.022101836367833,40.0,0.0318510260732278,12.64774100901872,6.675764836281627,48.692,3.034698279196391,45.34275,0.0284028393572093,59.25425,19.50502600033828,13.9115,41.684775,9.694314706910651,149.662274556925,2497.5,2039.2785710310568,2494.5,0.3081668175549271,189.7084073968686,0.2809271136734844,0.1612487703124258,0.2152607312498275,-0.0049613729043952,0.0466654129419285,1.5961056433063412,76.25,70.82808474039116,75.475,0.0058657496769382,1.8074772047879415,52.59097858137681,67.70666855218296,9.895309947652912,49.777921421148775,0.037586978480459,8188.0,4,0.0,-135.23131496750688,2,0.13052955269813538,2
yolo11m.pt,1,65W,16,4527.880859375,19.31571364201563,0.2799862531251733,0.337897179739222,10.963320339123884,87.75,11.886853396308997,80.25,0.0582805069888377,25.6046466239775,1.0,0.75866,257.09216615788546,8000.0,7266.864115776015,8000.0,1.0563495062786514,441.86983959154855,5.7572476170212274,57.25,7.014563785676333,52.5,0.0342749240143992,16.123319748522192,5.8721930861381,47.476,3.5363272460106883,54.427,0.0265802067512383,68.236,19.315713642015645,13.809,44.4286125,10.05151079173351,196.0675916210737,2493.75,2045.986721595168,2490.0,0.3937534810548863,220.04913444531172,0.1675910379486582,0.2799862531251733,0.3621560512503719,-0.0113526574403976,0.0485278879245311,1.333485183290982,75.5,69.97320829421996,74.25,0.0053698418861523,1.7657325450722503,58.84151395551578,63.58816810266974,6.577806565962674,57.27806863683616,0.0175777003421761,8188.0,4,0.003530000000000033,-215.00568947030382,1,-0.7805002331733704,3
yolo11m.pt,1,65W,32,7732.318359375,18.365001824324416,0.5260036625002158,0.3018175821203214,16.908647440392706,90.5,10.852676961227573,82.0,0.067817194611762,25.217947468063198,1.0,0.75759,326.2171909436986,8000.0,7266.433645521808,8000.0,1.1640699339608496,440.9774468578335,10.671302719895811,70.0,7.337387161119449,57.5,0.0464582642005135,18.173682926675014,5.996587565117208,50.7975,3.39207659135186,48.89675,0.0262607287389996,62.518,18.36500182432441,13.62125,43.01485,9.096705559031058,161.07067095772385,2377.5,2033.3523712170572,2377.5,0.2821421975374072,226.46305892163255,0.1141339207088562,0.5260036625002158,0.611358576249745,-0.0430547299999488,0.0615394787942741,2.031249373872974,74.5,69.06967210844566,73.75,0.0068698260715015,1.7628168167624367,61.91750629381123,66.13832863411412,5.899241753928226,60.97133146773597,0.0129103130647397,8188.0,4,0.0046000000000000485,-373.8344790757265,0,-1.8890557289123535,4
yolo11m.pt,5,115W,1,1816.684765625,25.5367301173315,0.0702263572656149,1.7934835981252464,21.272146875348117,45.0,28.58861621722497,41.5,0.0165493821691599,15.687463463151904,0.0,0.70313,15.957446808510666,8200.0,8196.013289036546,8200.0,0.0104234225887124,48.74559173676074,4.489027514759942,16.5,7.164138914265751,12.5,0.0034699868139645,4.306828180999961,8.00564911022613,118.756,1.455640020637559,22.759,0.0061638835846243,37.132,25.53673011733152,14.373,34.5753,6.648957887741605,199.62724184025865,2655.0,2266.9360090792507,2606.999999999999,0.1509932453960844,215.58669299060156,0.189068111080593,0.0702263572656149,0.0916629125000553,-7.520925484777156e-06,0.0132672718436645,3.628334911440348,72.0,66.83684951750209,69.5,0.003080513605858,1.91337703770386,14.507991191343326,16.174091056461755,1.659720950131311,14.239814522082511,0.0130914095927521,8188.0,2,0.1028,-94.2335929598247,3,1.9582353830337524,1
yolo11m.pt,5,115W,8,3520.50390625,34.858574592769386,0.1180505043749576,0.5137810515186456,40.00998203572518,82.0,28.01254183948384,81.5,0.0837449980100608,33.38174207337255,0.0,0.80593,0.0,8200.0,8183.4938101788175,8200.0,-0.0260462308730343,98.13898099275764,25.502067586347152,55.0,17.612330983230503,55.0,0.0531055604700159,22.192671240702577,28.619696624072127,115.0,2.0098967747166334,55.307,0.0616589474688688,69.964,34.85857459276938,14.657,67.87615,20.74855109668341,597.9502931905231,2655.0,2361.217563209481,2655.0,1.2733300790827644,314.8361078534509,0.2379083534901791,0.1180505043749576,0.1466627550003067,-0.0004647072978208,0.0283789515852176,7.452614988306273,80.0,70.61323570611567,79.0,0.0161202370978512,4.939748473679895,70.053811421663,80.60727901167891,10.338322841241862,67.81960443133538,0.0220126443749474,8188.0,2,0.0,-166.13688636093022,2,0.5128987431526184,2
