model,epochs,tag,batch,n_logs
yolo11n.pt,20,115W,27,0
yolo11x.pt,1,115W,13,0
yolo11x.pt,5,115W,10,0
yolo11x.pt,5,115W,31,0
yolo11x.pt,20,115W,21,0
