file,timestamp,country,energy_kwh,co2_g,model,batch,epochs,tag
yolo11m_b22_e20_run1_20250727-222030.json,2025-07-27T22:20:30+08:00,CN,0.00040601184826143203,0.19975782934462455,yolo11m.pt,22,20,115W
yolo11m_b22_e20_run1_20250730-025755.json,2025-07-30T02:57:55+08:00,CN,0.00034469959357897266,0.16959220004085454,yolo11m.pt,22,20,65W
yolo11m_b22_e5_run1_20250727-211217.json,2025-07-27T21:12:17+08:00,CN,7.961901368261221e-05,0.03917255473184521,yolo11m.pt,22,5,115W
yolo11m_b22_e5_run1_20250730-013628.json,2025-07-30T01:36:28+08:00,CN,7.218582113617746e-05,0.03551542399899931,yolo11m.pt,22,5,65W
yolo11m_b23_e10_run1_20250727-214001.json,2025-07-27T21:40:01+08:00,CN,0.0001837303407395473,0.09039532764385728,yolo11m.pt,23,10,115W
yolo11m_b23_e10_run1_20250730-020910.json,2025-07-30T02:09:10+08:00,CN,0.00015206380695865357,0.07481539302365756,yolo11m.pt,23,10,65W
yolo11m_b23_e1_run1_20250727-205459.json,2025-07-27T20:54:59+08:00,CN,1.2335208855115656e-05,0.006068922756716903,yolo11m.pt,23,1,115W
yolo11m_b23_e1_run1_20250730-011502.json,2025-07-30T01:15:02+08:00,CN,1.2075243475837516e-05,0.005941019790112058,yolo11m.pt,23,1,65W
yolo11m_b23_e20_run1_20250727-222201.json,2025-07-27T22:22:01+08:00,CN,0.0004114822721372625,0.20244927789153316,yolo11m.pt,23,20,115W
yolo11m_b23_e20_run1_20250730-025947.json,2025-07-30T02:59:47+08:00,CN,0.0003487582431221873,0.17158905561611618,yolo11m.pt,23,20,65W
yolo11m_b23_e5_run1_20250727-211258.json,2025-07-27T21:12:58+08:00,CN,8.487173926465602e-05,0.041756895718210764,yolo11m.pt,23,5,115W
yolo11m_b23_e5_run1_20250730-013719.json,2025-07-30T01:37:19+08:00,CN,7.172122068474543e-05,0.035286840576894754,yolo11m.pt,23,5,65W
yolo11m_b24_e10_run1_20250727-214103.json,2025-07-27T21:41:03+08:00,CN,0.00017980826505466078,0.0884656664068931,yolo11m.pt,24,10,115W
yolo11m_b24_e10_run1_20250730-021035.json,2025-07-30T02:10:35+08:00,CN,0.0001431083707128768,0.07040931839073539,yolo11m.pt,24,10,65W
yolo11m_b24_e1_run1_20250727-205529.json,2025-07-27T20:55:29+08:00,CN,1.2268590285216694e-05,0.006036146420326613,yolo11m.pt,24,1,115W
yolo11m_b24_e1_run1_20250730-011539.json,2025-07-30T01:15:39+08:00,CN,1.2021989624829723e-05,0.0059148188954162234,yolo11m.pt,24,1,65W
yolo11m_b24_e20_run1_20250727-222334.json,2025-07-27T22:23:34+08:00,CN,0.00041929009484548233,0.2062907266639773,yolo11m.pt,24,20,115W
yolo11m_b24_e20_run1_20250730-030139.json,2025-07-30T03:01:39+08:00,CN,0.00035296984880401255,0.1736611656115742,yolo11m.pt,24,20,65W
yolo11m_b24_e5_run1_20250727-211338.json,2025-07-27T21:13:38+08:00,CN,8.401824997463051e-05,0.04133697898751821,yolo11m.pt,24,5,115W
yolo11m_b24_e5_run1_20250730-013809.json,2025-07-30T01:38:09+08:00,CN,7.328435484659781e-05,0.03605590258452612,yolo11m.pt,24,5,65W
yolo11m_b25_e10_run1_20250727-214205.json,2025-07-27T21:42:05+08:00,CN,0.00018790837166808214,0.09245091886069641,yolo11m.pt,25,10,115W
yolo11m_b25_e10_run1_20250730-021149.json,2025-07-30T02:11:49+08:00,CN,0.00016269596110799557,0.08004641286513382,yolo11m.pt,25,10,65W
yolo11m_b25_e1_run1_20250727-205559.json,2025-07-27T20:55:59+08:00,CN,1.2599920658751801e-05,0.006199160964105887,yolo11m.pt,25,1,115W
yolo11m_b25_e1_run1_20250730-011617.json,2025-07-30T01:16:17+08:00,CN,1.2018573915175352e-05,0.0059131383662662735,yolo11m.pt,25,1,65W
yolo11m_b25_e20_run1_20250727-222507.json,2025-07-27T22:25:07+08:00,CN,0.0004231187829835786,0.20817444122792067,yolo11m.pt,25,20,115W
yolo11m_b25_e20_run1_20250730-030335.json,2025-07-30T03:03:35+08:00,CN,0.0003534305218597261,0.17388781675498524,yolo11m.pt,25,20,65W
yolo11m_b25_e5_run1_20250727-211420.json,2025-07-27T21:14:20+08:00,CN,8.612945168929832e-05,0.04237569023113478,yolo11m.pt,25,5,115W
yolo11m_b25_e5_run1_20250730-013859.json,2025-07-30T01:38:59+08:00,CN,7.40820229285654e-05,0.03644835528085418,yolo11m.pt,25,5,65W
yolo11m_b26_e10_run1_20250727-214306.json,2025-07-27T21:43:06+08:00,CN,0.00017417284523480315,0.08569303985552315,yolo11m.pt,26,10,115W
yolo11m_b26_e10_run1_20250730-021302.json,2025-07-30T02:13:02+08:00,CN,0.00015068699306580773,0.0741380005883774,yolo11m.pt,26,10,65W
yolo11m_b26_e1_run1_20250727-205628.json,2025-07-27T20:56:28+08:00,CN,1.1360426914116662e-05,0.005589330041745398,yolo11m.pt,26,1,115W
yolo11m_b26_e1_run1_20250730-011655.json,2025-07-30T01:16:55+08:00,CN,1.0896429674798286e-05,0.005361043400000757,yolo11m.pt,26,1,65W
yolo11m_b26_e20_run1_20250727-222639.json,2025-07-27T22:26:39+08:00,CN,0.00040399337757994507,0.19876474176933298,yolo11m.pt,26,20,115W
