epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,2.13449,1.11524,1.35,1.17645,0.76009,0.61741,0.69929,0.55023,0.93292,0.73048,0.99008,7.14e-06,7.14e-06,7.14e-06
2,4.05306,1.11302,1.11903,1.1441,0.74244,0.65162,0.7112,0.55538,0.93113,0.70764,0.99001,1.47042e-05,1.47042e-05,1.47042e-05
3,5.93869,1.08765,1.07018,1.1259,0.74918,0.68335,0.71822,0.55826,0.9207,0.70286,0.98693,2.14438e-05,2.14438e-05,2.14438e-05
4,7.75042,1.12424,1.06918,1.1694,0.75906,0.68095,0.72395,0.56639,0.91397,0.70036,0.98209,2.73587e-05,2.73587e-05,2.73587e-05
5,9.65577,1.07094,0.97389,1.11148,0.77189,0.67999,0.73013,0.57089,0.90803,0.68841,0.97595,3.24489e-05,3.24489e-05,3.24489e-05
6,11.5008,1.00758,0.91702,1.10229,0.76114,0.6974,0.73833,0.57741,0.89593,0.67461,0.97067,3.67145e-05,3.67145e-05,3.67145e-05
7,13.3036,1.03558,0.93656,1.10309,0.83553,0.66018,0.75712,0.58764,0.87965,0.64948,0.96331,4.01554e-05,4.01554e-05,4.01554e-05
8,15.189,1.02821,0.88446,1.10241,0.83236,0.67365,0.7592,0.59188,0.87523,0.63148,0.95569,4.27716e-05,4.27716e-05,4.27716e-05
9,17.0407,1.02992,0.87992,1.09335,0.82253,0.68364,0.77273,0.60405,0.85664,0.60808,0.94028,4.45631e-05,4.45631e-05,4.45631e-05
10,18.8027,1.02439,0.86805,1.09106,0.82325,0.68926,0.78227,0.61247,0.85195,0.59692,0.93713,4.553e-05,4.553e-05,4.553e-05
11,24.8521,0.89674,0.74883,1.00347,0.78927,0.72591,0.78775,0.61765,0.84781,0.58688,0.93514,4.56722e-05,4.56722e-05,4.56722e-05
12,26.6257,0.90712,0.73598,1.01083,0.81545,0.72273,0.79657,0.62771,0.83684,0.56718,0.92723,4.49897e-05,4.49897e-05,4.49897e-05
13,28.449,0.89603,0.67891,1.00271,0.83227,0.69758,0.80097,0.63275,0.82749,0.55715,0.92236,4.34826e-05,4.34826e-05,4.34826e-05
14,30.2301,0.91174,0.66996,1.01182,0.8338,0.70078,0.79137,0.63436,0.81929,0.55594,0.91899,4.11508e-05,4.11508e-05,4.11508e-05
15,32.0721,0.91799,0.6923,1.00798,0.83753,0.70131,0.79485,0.63892,0.8097,0.55126,0.91482,3.6533e-05,3.6533e-05,3.6533e-05
16,33.8245,0.89469,0.70296,0.99035,0.82627,0.71832,0.79377,0.64068,0.80322,0.54524,0.91209,3.06425e-05,3.06425e-05,3.06425e-05
17,35.5973,0.88265,0.66944,0.99675,0.82793,0.72017,0.79576,0.64204,0.79791,0.5405,0.90949,2.4752e-05,2.4752e-05,2.4752e-05
18,37.4662,0.88905,0.68027,0.98289,0.83644,0.72096,0.80004,0.64435,0.79144,0.5356,0.9077,1.88615e-05,1.88615e-05,1.88615e-05
19,39.2613,0.83705,0.65867,0.9795,0.83476,0.72072,0.80106,0.6464,0.78991,0.53383,0.90718,1.2971e-05,1.2971e-05,1.2971e-05
20,41.0341,0.84564,0.61464,0.96341,0.84216,0.72056,0.802,0.64928,0.78981,0.53305,0.90662,7.0805e-06,7.0805e-06,7.0805e-06
