epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,14.1424,0.85839,0.7018,1.01324,0.84938,0.72847,0.81986,0.67525,0.75839,0.51779,0.93673,1.309e-05,1.309e-05,1.309e-05
2,21.7107,0.81081,0.62014,0.98153,0.82084,0.76741,0.82316,0.67958,0.74725,0.51673,0.92905,2.46604e-05,2.46604e-05,2.46604e-05
3,29.445,0.80862,0.56511,1.00082,0.86777,0.75537,0.83106,0.69161,0.73305,0.51804,0.92064,3.34033e-05,3.34033e-05,3.34033e-05
4,37.6311,0.78422,0.56816,0.95395,0.88487,0.76027,0.84034,0.69882,0.73077,0.49911,0.91962,3.93188e-05,3.93188e-05,3.93188e-05
5,45.7601,0.79393,0.55583,0.97293,0.89859,0.78942,0.84814,0.71112,0.71455,0.47575,0.90827,4.24068e-05,4.24068e-05,4.24068e-05
6,53.504,0.74751,0.53069,0.95286,0.88515,0.77573,0.85297,0.71507,0.70902,0.46214,0.90539,4.26675e-05,4.26675e-05,4.26675e-05
7,60.9012,0.76121,0.5155,0.95163,0.87818,0.78917,0.85795,0.72044,0.70753,0.45246,0.90084,4.01006e-05,4.01006e-05,4.01006e-05
8,68.4503,0.71802,0.49736,0.92961,0.90013,0.79039,0.8648,0.72421,0.69694,0.44454,0.89655,3.47064e-05,3.47064e-05,3.47064e-05
9,76.3053,0.75723,0.49525,0.92937,0.90071,0.79968,0.8675,0.72752,0.68548,0.43834,0.89419,2.4752e-05,2.4752e-05,2.4752e-05
10,83.7944,0.70853,0.45577,0.93753,0.90752,0.79958,0.86802,0.7352,0.67307,0.4233,0.88861,1.2971e-05,1.2971e-05,1.2971e-05
