eta,max_depth,subsample,colsample_bytree,min_child_weight,reg_lambda,avg_top1,avg_ndcg1,avg_best_iter
0.1,4,1.0,0.8,5.0,5.0,0.7095238095238094,0.8964285696762435,7
0.05,6,1.0,1.0,1.0,5.0,0.7095238095238094,0.8880952380237257,11
0.05,8,1.0,0.8,5.0,5.0,0.7095238095238094,0.8857142856533062,14
0.1,4,1.0,0.8,5.0,1.0,0.7095238095238094,0.8857142856416648,8
0.1,4,1.0,1.0,1.0,5.0,0.7095238095238094,0.8857142856416648,17
0.05,6,1.0,1.0,1.0,1.0,0.7095238095238094,0.8839285713667604,3
0.05,8,1.0,1.0,1.0,1.0,0.7095238095238094,0.8839285713667604,3
0.05,8,1.0,0.8,5.0,1.0,0.7095238095238094,0.8802827380242109,7
0.05,8,0.8,0.8,1.0,1.0,0.7095238095238094,0.875595238017905,9
0.05,4,1.0,0.8,5.0,1.0,0.7095238095238094,0.8742559523029957,4
0.05,6,0.8,0.8,5.0,5.0,0.7095238095238094,0.8726190475519703,16
0.1,8,1.0,0.8,5.0,1.0,0.7095238095238094,0.8726190475442092,14
0.05,6,1.0,1.0,5.0,1.0,0.7095238095238094,0.8714285713492981,5
0.05,6,0.8,1.0,1.0,5.0,0.7095238095238094,0.8589285713434773,5
0.1,4,1.0,1.0,5.0,5.0,0.7047619047619047,0.9107142856649478,10
0.05,8,1.0,1.0,5.0,1.0,0.7047619047619047,0.8940476189905201,6
0.05,8,0.8,1.0,5.0,5.0,0.6857142857142857,0.8690476189788786,10
0.1,4,0.8,0.8,5.0,1.0,0.680952380952381,0.9107142856649478,5
0.05,6,1.0,1.0,5.0,5.0,0.680952380952381,0.8976190475636118,10
0.1,8,0.8,1.0,5.0,5.0,0.680952380952381,0.8964285713725811,18
0.1,4,1.0,1.0,5.0,1.0,0.680952380952381,0.8940476189905201,4
0.05,6,1.0,0.8,5.0,1.0,0.680952380952381,0.8880952380237257,2
0.1,8,0.8,1.0,1.0,5.0,0.680952380952381,0.8857142856416648,8
0.1,6,1.0,0.8,5.0,5.0,0.680952380952381,0.8839285713667604,13
0.1,4,0.8,0.8,1.0,5.0,0.680952380952381,0.8802827380048083,10
0.1,8,0.8,1.0,5.0,1.0,0.680952380952381,0.8714285713492981,3
0.1,6,1.0,1.0,1.0,1.0,0.680952380952381,0.8589285713473579,4
0.1,4,0.8,1.0,1.0,1.0,0.680952380952381,0.8589285713357164,5
0.1,4,0.8,1.0,5.0,1.0,0.680952380952381,0.8308035713420221,11
0.05,6,0.8,0.8,5.0,1.0,0.6761904761904762,0.9130952363506711,8
0.1,8,1.0,1.0,5.0,1.0,0.6761904761904762,0.9023809523199731,7
0.05,8,0.8,1.0,5.0,1.0,0.6761904761904762,0.8940476189905201,4
0.05,4,1.0,1.0,1.0,1.0,0.6761904761904762,0.8922619046962132,6
0.05,6,0.8,1.0,5.0,1.0,0.6761904761904762,0.8857142856416648,5
0.05,6,1.0,0.8,1.0,5.0,0.6761904761904762,0.873214285635844,7
0.1,6,1.0,1.0,5.0,5.0,0.6761904761904762,0.8726190475519703,6
0.1,8,1.0,1.0,1.0,1.0,0.6761904761904762,0.8677827380183901,3
0.05,4,0.8,0.8,5.0,5.0,0.6761904761904762,0.8547619046748703,6
0.1,8,1.0,0.8,1.0,5.0,0.6523809523809524,0.8529761886958674,5
0.05,4,0.8,1.0,1.0,5.0,0.6523809523809524,0.8427827379951071,10
0.1,6,0.8,1.0,5.0,5.0,0.6523809523809523,0.8857142856533062,11
0.05,4,0.8,1.0,5.0,1.0,0.6476190476190476,0.8505952380179049,3
0.1,4,0.8,0.8,5.0,5.0,0.6476190476190475,0.8992559523262788,11
0.1,4,0.8,1.0,5.0,5.0,0.6476190476190475,0.8964285713725811,10
0.05,4,0.8,1.0,5.0,5.0,0.6476190476190475,0.8559523808775426,15
0.1,8,0.8,0.8,5.0,5.0,0.6428571428571429,0.8773809523083314,18
0.1,6,1.0,0.8,5.0,1.0,0.6428571428571429,0.8450892856227472,3
0.05,8,0.8,0.8,5.0,5.0,0.6428571428571428,0.8892857142263979,9
0.05,8,0.8,1.0,1.0,5.0,0.6142857142857142,0.873214285635844,7
0.1,6,0.8,0.8,5.0,5.0,0.6095238095238096,0.844047618959476,6
0.1,8,0.8,0.8,5.0,1.0,0.5761904761904761,0.8498511887021731,6
