epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,2.65397,1.11222,1.392,1.1716,0.73938,0.63028,0.70282,0.55019,0.94829,0.74486,0.99417,1.428e-05,1.428e-05,1.428e-05
2,4.92253,1.15511,1.23798,1.20672,0.69749,0.67289,0.71421,0.55641,0.93932,0.72103,0.9917,2.82774e-05,2.82774e-05,2.82774e-05
3,7.09836,1.19554,1.19305,1.19553,0.72539,0.68199,0.72564,0.56296,0.92763,0.71968,0.98197,4.07432e-05,4.07432e-05,4.07432e-05
4,9.28138,1.0925,1.10853,1.15022,0.70316,0.68283,0.73489,0.56812,0.91883,0.72032,0.97689,5.16775e-05,5.16775e-05,5.16775e-05
5,11.4199,1.08888,1.01696,1.1378,0.72561,0.6973,0.74242,0.56964,0.91391,0.72551,0.9707,6.10803e-05,6.10803e-05,6.10803e-05
6,13.6668,1.11611,0.9822,1.12989,0.72019,0.71489,0.75285,0.57788,0.90926,0.70574,0.96582,6.89516e-05,6.89516e-05,6.89516e-05
7,15.7733,1.08834,0.99812,1.12683,0.75125,0.72303,0.76161,0.59296,0.90375,0.68629,0.96064,7.52913e-05,7.52913e-05,7.52913e-05
8,17.9298,0.97246,0.8837,1.08908,0.76938,0.70756,0.77869,0.59756,0.89723,0.66803,0.95595,7.77665e-05,7.77665e-05,7.77665e-05
9,20.0513,1.02384,0.85951,1.08662,0.77065,0.7288,0.78376,0.60913,0.88601,0.64214,0.94969,7.1876e-05,7.1876e-05,7.1876e-05
10,22.2051,0.9912,0.86069,1.07278,0.78407,0.72548,0.79106,0.61819,0.877,0.61636,0.94336,6.59855e-05,6.59855e-05,6.59855e-05
11,29.736,0.90633,0.76907,0.99343,0.82501,0.71178,0.79741,0.6207,0.8683,0.61013,0.93642,6.0095e-05,6.0095e-05,6.0095e-05
12,31.8721,0.92313,0.74065,1.01291,0.83114,0.72671,0.80037,0.62924,0.86494,0.61035,0.93494,5.42045e-05,5.42045e-05,5.42045e-05
13,33.998,0.92331,0.73063,1.00974,0.79692,0.74474,0.80112,0.62841,0.86194,0.60346,0.93479,4.8314e-05,4.8314e-05,4.8314e-05
14,36.0931,0.90967,0.70685,1.0097,0.80674,0.73202,0.80441,0.63435,0.85389,0.59285,0.92958,4.24235e-05,4.24235e-05,4.24235e-05
15,38.211,0.91754,0.69866,1.00092,0.86164,0.70961,0.80759,0.64083,0.84969,0.5862,0.92832,3.6533e-05,3.6533e-05,3.6533e-05
16,40.3559,0.90811,0.70347,0.99078,0.78522,0.74667,0.80082,0.63683,0.83799,0.57456,0.92315,3.06425e-05,3.06425e-05,3.06425e-05
17,42.469,0.88325,0.65638,0.98803,0.81087,0.73998,0.79942,0.64113,0.83202,0.57017,0.92028,2.4752e-05,2.4752e-05,2.4752e-05
18,44.6646,0.89131,0.67123,0.97574,0.81775,0.74213,0.80204,0.64353,0.82792,0.56622,0.9187,1.88615e-05,1.88615e-05,1.88615e-05
19,46.784,0.87595,0.65018,0.97603,0.825,0.73931,0.80252,0.64191,0.82421,0.56447,0.9172,1.2971e-05,1.2971e-05,1.2971e-05
20,48.8936,0.85529,0.64542,0.96349,0.81751,0.73697,0.80259,0.64393,0.82223,0.5651,0.91657,7.0805e-06,7.0805e-06,7.0805e-06
