epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,9.6129,1.00276,1.33066,1.16745,0.82171,0.67839,0.78985,0.64026,0.76668,0.59119,0.93482,3.90469e-05,3.90469e-05,3.90469e-05
2,19.9455,1.07826,1.12065,1.20678,0.74233,0.73651,0.78626,0.61666,0.8209,0.63145,0.9624,7.48172e-05,7.48172e-05,7.48172e-05
3,29.05,1.01779,1.08759,1.14858,0.83265,0.67423,0.77587,0.62024,0.81744,0.66093,0.97877,0.000106661,0.000106661,0.000106661
4,38.194,0.9809,1.05556,1.16343,0.78564,0.68046,0.75182,0.59596,0.89004,0.81883,1.04271,0.000101329,0.000101329,0.000101329
5,47.6265,0.9867,1.12297,1.18342,0.83209,0.66512,0.75286,0.60153,0.90113,0.88803,1.04891,9.5438e-05,9.5438e-05,9.5438e-05
6,58.2655,1.02738,1.06491,1.1806,0.84733,0.69974,0.79047,0.62611,0.8422,0.75937,1.00536,8.95475e-05,8.95475e-05,8.95475e-05
7,69.9265,0.94982,1.0145,1.13853,0.74648,0.77999,0.80744,0.64838,0.78903,0.65372,0.97267,8.3657e-05,8.3657e-05,8.3657e-05
8,80.3689,0.89685,0.91112,1.12817,0.84356,0.74629,0.82221,0.65713,0.76865,0.60374,0.96173,7.77665e-05,7.77665e-05,7.77665e-05
9,90.5803,0.91785,0.90045,1.14069,0.82138,0.7681,0.82212,0.66446,0.75966,0.61973,0.95005,7.1876e-05,7.1876e-05,7.1876e-05
10,100.617,0.88806,0.8399,1.11834,0.83812,0.79015,0.83297,0.68675,0.73273,0.57655,0.93067,6.59855e-05,6.59855e-05,6.59855e-05
11,116.845,0.86436,0.78066,1.05541,0.81339,0.77586,0.82521,0.67461,0.73479,0.61987,0.93362,6.0095e-05,6.0095e-05,6.0095e-05
12,127.052,0.80453,0.75403,1.00952,0.82185,0.79384,0.82817,0.67722,0.7382,0.59616,0.93499,5.42045e-05,5.42045e-05,5.42045e-05
13,137.122,0.82599,0.73527,1.03013,0.85093,0.78565,0.83037,0.67878,0.73558,0.58373,0.9312,4.8314e-05,4.8314e-05,4.8314e-05
14,147.102,0.81079,0.72599,1.04754,0.86319,0.78778,0.84018,0.68811,0.7227,0.58249,0.92719,4.24235e-05,4.24235e-05,4.24235e-05
15,157.198,0.78876,0.65077,1.00849,0.87058,0.78693,0.84093,0.69473,0.71625,0.5829,0.92183,3.6533e-05,3.6533e-05,3.6533e-05
16,167.85,0.78617,0.62444,1.00257,0.88809,0.79656,0.84784,0.70424,0.70591,0.57258,0.91792,3.06425e-05,3.06425e-05,3.06425e-05
17,178.886,0.74539,0.58704,0.98255,0.8858,0.79763,0.85026,0.70687,0.69691,0.55556,0.91495,2.4752e-05,2.4752e-05,2.4752e-05
18,189.263,0.77139,0.59299,1.00395,0.88085,0.79711,0.84934,0.70872,0.68752,0.54028,0.9104,1.88615e-05,1.88615e-05,1.88615e-05
19,199.826,0.7575,0.62263,1.01276,0.88926,0.79365,0.85005,0.71286,0.68021,0.52381,0.90559,1.2971e-05,1.2971e-05,1.2971e-05
20,209.946,0.73541,0.53654,0.98115,0.88534,0.79398,0.85148,0.7137,0.67636,0.50838,0.90449,7.0805e-06,7.0805e-06,7.0805e-06
