epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,6.75499,1.24192,1.55765,1.17619,0.61122,0.56981,0.59356,0.44322,1.03218,0.94143,1.02551,2.142e-05,2.142e-05,2.142e-05
2,8.79509,1.24227,1.52169,1.15347,0.75499,0.48641,0.59421,0.44216,1.03617,0.9455,1.02414,3.9671e-05,3.9671e-05,3.9671e-05
3,10.8504,1.307,1.38634,1.22777,0.75006,0.48687,0.60098,0.44841,1.02925,0.93196,1.0203,5.34453e-05,5.34453e-05,5.34453e-05
4,13.0727,1.17472,1.41859,1.12837,0.76232,0.50751,0.61379,0.45834,1.0246,0.90868,1.01763,6.27428e-05,6.27428e-05,6.27428e-05
5,15.147,1.12898,1.31157,1.1268,0.77434,0.50919,0.61704,0.46193,1.01997,0.88504,1.01464,6.75634e-05,6.75634e-05,6.75634e-05
6,17.2848,1.17672,1.40051,1.16628,0.78344,0.53101,0.63759,0.47258,1.01322,0.86624,1.0105,6.0095e-05,6.0095e-05,6.0095e-05
7,19.344,1.15785,1.18099,1.10038,0.77562,0.54599,0.64424,0.47674,1.00793,0.85227,1.00814,4.8314e-05,4.8314e-05,4.8314e-05
8,21.5271,1.15205,1.34387,1.11052,0.77779,0.54484,0.64678,0.48049,1.00307,0.84375,1.00529,3.6533e-05,3.6533e-05,3.6533e-05
9,23.6518,1.21842,1.29139,1.18299,0.7971,0.53808,0.64799,0.48541,0.99746,0.83278,1.00216,2.4752e-05,2.4752e-05,2.4752e-05
10,25.7249,1.07497,1.14914,1.08205,0.79377,0.53694,0.64841,0.48642,0.9981,0.82835,1.0022,1.2971e-05,1.2971e-05,1.2971e-05
