epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,2.21946,1.02465,1.3451,1.15526,0.73442,0.64825,0.69864,0.54908,0.93816,0.7531,0.98533,5.95e-06,5.95e-06,5.95e-06
2,4.27543,1.15477,1.1839,1.19007,0.72772,0.66821,0.712,0.5601,0.93232,0.73011,0.9831,1.2442e-05,1.2442e-05,1.2442e-05
3,6.38761,1.13211,1.17575,1.16518,0.72048,0.67322,0.72257,0.56801,0.92528,0.70697,0.98011,1.82272e-05,1.82272e-05,1.82272e-05
4,8.52239,1.09742,1.08901,1.13217,0.77755,0.65932,0.72876,0.57318,0.91707,0.70605,0.97506,2.33056e-05,2.33056e-05,2.33056e-05
5,10.5788,1.06461,0.95604,1.1204,0.73618,0.6842,0.73481,0.5781,0.91042,0.71066,0.96884,2.7677e-05,2.7677e-05,2.7677e-05
6,12.682,1.03205,0.91395,1.10265,0.69378,0.71135,0.73991,0.57977,0.90379,0.70225,0.96345,3.13416e-05,3.13416e-05,3.13416e-05
7,14.7243,1.06446,0.88921,1.13709,0.70401,0.71675,0.74664,0.58353,0.89582,0.68778,0.95797,3.42994e-05,3.42994e-05,3.42994e-05
8,16.704,1.0314,0.91913,1.10731,0.72796,0.72449,0.75109,0.59241,0.88875,0.66985,0.95465,3.65503e-05,3.65503e-05,3.65503e-05
9,18.7523,1.05014,0.87551,1.08509,0.74251,0.73496,0.76088,0.59925,0.88564,0.65145,0.95237,3.80943e-05,3.80943e-05,3.80943e-05
10,20.7203,0.96126,0.8425,1.06861,0.77713,0.72003,0.76625,0.60375,0.88059,0.63531,0.94831,3.89314e-05,3.89314e-05,3.89314e-05
11,28.1833,0.92193,0.75244,0.99875,0.77574,0.72868,0.77321,0.61234,0.86937,0.61509,0.94157,3.90618e-05,3.90618e-05,3.90618e-05
12,30.2096,0.92005,0.72224,1.00886,0.79413,0.72728,0.78231,0.61601,0.86351,0.60169,0.93724,3.84852e-05,3.84852e-05,3.84852e-05
13,32.1399,0.91197,0.69463,1.00458,0.80676,0.71845,0.79044,0.62392,0.85362,0.58058,0.93188,3.72018e-05,3.72018e-05,3.72018e-05
14,34.1164,0.94256,0.68588,1.00342,0.81726,0.71417,0.78743,0.62814,0.84583,0.57292,0.92813,3.52115e-05,3.52115e-05,3.52115e-05
15,36.1044,0.88687,0.64753,0.98228,0.83848,0.7045,0.79267,0.63294,0.84134,0.5665,0.92637,3.25144e-05,3.25144e-05,3.25144e-05
16,38.159,0.91673,0.65874,0.98954,0.85915,0.70344,0.79786,0.64246,0.83657,0.56043,0.92287,2.91104e-05,2.91104e-05,2.91104e-05
17,40.1517,0.88416,0.62737,0.98245,0.86589,0.70931,0.79955,0.64436,0.832,0.55688,0.91999,2.4752e-05,2.4752e-05,2.4752e-05
18,42.1855,0.86396,0.63044,0.96477,0.85965,0.71137,0.79981,0.64506,0.8262,0.55286,0.917,1.88615e-05,1.88615e-05,1.88615e-05
19,44.1652,0.85044,0.61544,0.98259,0.86743,0.7087,0.80239,0.64702,0.82206,0.55066,0.91484,1.2971e-05,1.2971e-05,1.2971e-05
20,46.123,0.85612,0.61838,0.94749,0.86036,0.71057,0.80405,0.64912,0.81889,0.54903,0.91398,7.0805e-06,7.0805e-06,7.0805e-06
