epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,64.6693,0.94882,0.89304,1.15235,0.83619,0.6992,0.8084,0.67174,0.7389,0.52699,0.92221,4.76e-06,4.76e-06,4.76e-06
2,127.802,0.95116,0.79001,1.10569,0.8463,0.73288,0.81972,0.67795,0.73299,0.49192,0.91398,1.01799e-05,1.01799e-05,1.01799e-05
3,190.784,0.97412,0.74773,1.12591,0.85927,0.73918,0.82932,0.68457,0.73355,0.52983,0.91034,1.50107e-05,1.50107e-05,1.50107e-05
4,256.982,0.9113,0.72757,1.12163,0.87711,0.75003,0.83238,0.68687,0.73125,0.51779,0.90718,1.92524e-05,1.92524e-05,1.92524e-05
5,325.392,0.85022,0.66099,1.06343,0.88096,0.74923,0.83634,0.69538,0.72112,0.47468,0.90657,2.29051e-05,2.29051e-05,2.29051e-05
6,392.354,0.83763,0.66136,1.05838,0.83098,0.79196,0.84401,0.70045,0.72304,0.43706,0.90642,2.59688e-05,2.59688e-05,2.59688e-05
7,462.599,0.83531,0.61637,1.05438,0.87185,0.80082,0.85646,0.7104,0.71913,0.41456,0.90991,2.84434e-05,2.84434e-05,2.84434e-05
8,527.611,0.81057,0.57881,1.00991,0.89823,0.8114,0.86648,0.72177,0.72492,0.42862,0.91346,3.03289e-05,3.03289e-05,3.03289e-05
9,592.923,0.78705,0.54185,1.01766,0.92101,0.80661,0.86715,0.72269,0.71502,0.44248,0.90091,3.16254e-05,3.16254e-05,3.16254e-05
10,659.842,0.784,0.54619,1.011,0.91213,0.81079,0.86861,0.7259,0.68967,0.42302,0.8888,3.23329e-05,3.23329e-05,3.23329e-05
11,731.675,0.72131,0.4886,0.9473,0.90801,0.79926,0.87016,0.74063,0.64336,0.39554,0.87124,3.24513e-05,3.24513e-05,3.24513e-05
12,804.149,0.67264,0.47708,0.94837,0.88546,0.808,0.8717,0.74362,0.63015,0.40076,0.86898,3.19807e-05,3.19807e-05,3.19807e-05
13,873.02,0.68195,0.46111,0.92678,0.89658,0.8007,0.87046,0.74957,0.62043,0.38234,0.8634,3.0921e-05,3.0921e-05,3.0921e-05
14,939.453,0.7307,0.45743,0.94104,0.90452,0.80172,0.87269,0.75392,0.60437,0.37214,0.85678,2.92722e-05,2.92722e-05,2.92722e-05
15,1005.66,0.68314,0.43823,0.92957,0.87124,0.83337,0.87468,0.76198,0.59616,0.35749,0.85131,2.70344e-05,2.70344e-05,2.70344e-05
16,1075.19,0.66593,0.40699,0.91327,0.89741,0.82103,0.87653,0.76515,0.58887,0.34648,0.84834,2.42076e-05,2.42076e-05,2.42076e-05
17,1134.89,0.66593,0.41868,0.92285,0.89823,0.82449,0.87934,0.77122,0.5838,0.34058,0.84493,2.07917e-05,2.07917e-05,2.07917e-05
18,1205.18,0.66854,0.41454,0.92393,0.90121,0.8253,0.88213,0.77103,0.58045,0.33713,0.84398,1.67867e-05,1.67867e-05,1.67867e-05
19,1270.29,0.65481,0.40969,0.93147,0.91357,0.82134,0.88512,0.77575,0.56944,0.33245,0.84149,1.21927e-05,1.21927e-05,1.21927e-05
20,1337.48,0.61655,0.3724,0.88718,0.91435,0.82162,0.88591,0.77819,0.56204,0.32884,0.83934,7.0097e-06,7.0097e-06,7.0097e-06
