epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,7.76118,1.19955,1.38863,1.1257,0.73874,0.47522,0.57887,0.43485,1.07224,0.99327,1.04458,1.309e-05,1.309e-05,1.309e-05
2,9.51831,1.18407,1.45787,1.15344,0.63966,0.54084,0.58242,0.44337,1.06379,0.96802,1.03763,2.46604e-05,2.46604e-05,2.46604e-05
3,11.3365,1.17712,1.2104,1.14335,0.68109,0.53886,0.60096,0.44902,1.06131,0.94632,1.03409,3.34033e-05,3.34033e-05,3.34033e-05
4,13.1646,1.13574,1.21045,1.10464,0.64487,0.58843,0.62357,0.46305,1.05501,0.92958,1.02914,3.93188e-05,3.93188e-05,3.93188e-05
5,14.9511,1.16581,1.19816,1.1443,0.67637,0.58116,0.63488,0.47595,1.04329,0.92239,1.01969,4.24068e-05,4.24068e-05,4.24068e-05
6,16.6889,1.1601,1.22509,1.12618,0.71132,0.58423,0.63881,0.48591,1.02774,0.90777,1.01287,4.26675e-05,4.26675e-05,4.26675e-05
7,18.4927,1.15009,1.09469,1.10411,0.72636,0.58303,0.64879,0.49006,1.02319,0.89768,1.00905,4.01006e-05,4.01006e-05,4.01006e-05
8,20.1467,1.08332,1.07153,1.07175,0.73531,0.57639,0.64723,0.48931,1.02135,0.89022,1.00871,3.47064e-05,3.47064e-05,3.47064e-05
9,21.8317,1.16979,1.10846,1.10088,0.7441,0.58449,0.64796,0.4934,1.01893,0.88154,1.00789,2.4752e-05,2.4752e-05,2.4752e-05
10,23.5369,1.07922,1.04675,1.08573,0.72426,0.59483,0.65094,0.49662,1.01706,0.87431,1.00573,1.2971e-05,1.2971e-05,1.2971e-05
