epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,7.00379,0.94299,0.79971,1.00268,0.75363,0.69702,0.76333,0.59566,0.84365,0.65139,0.95775,8.33e-06,8.33e-06,8.33e-06
2,10.3372,1.05503,0.92206,1.05938,0.78651,0.70083,0.77918,0.61779,0.82703,0.61507,0.94737,1.60829e-05,1.60829e-05,1.60829e-05
3,13.4951,0.94872,0.90272,1.05744,0.81642,0.71004,0.78925,0.62581,0.81175,0.59974,0.93922,2.19507e-05,2.19507e-05,2.19507e-05
4,16.6729,0.91384,0.91426,1.03997,0.81806,0.73054,0.79831,0.63739,0.78714,0.58987,0.92968,2.59337e-05,2.59337e-05,2.59337e-05
5,19.8673,0.85831,0.7076,1.01252,0.81345,0.74797,0.80779,0.6485,0.77411,0.56595,0.92109,2.80316e-05,2.80316e-05,2.80316e-05
6,23.0593,0.84034,0.69498,1.0033,0.84536,0.73678,0.80709,0.65608,0.76218,0.53918,0.91276,2.82447e-05,2.82447e-05,2.82447e-05
7,26.2763,0.90622,0.71404,1.01505,0.88114,0.73225,0.81817,0.66926,0.7381,0.51744,0.89962,2.65727e-05,2.65727e-05,2.65727e-05
8,29.4206,0.77291,0.70312,0.95665,0.87815,0.74212,0.81908,0.67389,0.72784,0.50588,0.89639,2.30158e-05,2.30158e-05,2.30158e-05
9,32.5499,0.91812,0.64112,0.9669,0.88632,0.74137,0.82081,0.67756,0.72171,0.4985,0.89399,1.75739e-05,1.75739e-05,1.75739e-05
10,35.6808,0.77004,0.58726,0.92178,0.89006,0.73841,0.82378,0.68272,0.71422,0.49303,0.89197,1.02471e-05,1.02471e-05,1.02471e-05
