epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,3.05224,0.97704,1.06339,1.13964,0.73647,0.68886,0.75961,0.60241,0.83698,0.64972,0.96356,4.76e-06,4.76e-06,4.76e-06
2,6.2247,1.0665,1.06032,1.1725,0.78123,0.69972,0.765,0.60399,0.83423,0.61589,0.9619,1.01799e-05,1.01799e-05,1.01799e-05
3,9.41683,1.03486,0.93248,1.14005,0.81194,0.68176,0.77321,0.61702,0.81952,0.59888,0.95432,1.50107e-05,1.50107e-05,1.50107e-05
4,12.634,1.01004,0.8959,1.1293,0.79622,0.72565,0.78904,0.61396,0.80747,0.6295,0.94365,1.92524e-05,1.92524e-05,1.92524e-05
5,15.728,0.93507,0.82634,1.05986,0.80531,0.73723,0.80248,0.62596,0.79827,0.63403,0.93316,2.29051e-05,2.29051e-05,2.29051e-05
6,18.9046,0.96263,0.79398,1.07337,0.83701,0.74529,0.81916,0.6408,0.78238,0.60116,0.92289,2.59688e-05,2.59688e-05,2.59688e-05
7,22.1031,0.87572,0.71627,1.06275,0.78786,0.78042,0.82262,0.64979,0.77454,0.55902,0.91529,2.84434e-05,2.84434e-05,2.84434e-05
8,25.2021,0.86571,0.65455,1.03545,0.91131,0.71656,0.82221,0.65645,0.77217,0.538,0.91399,3.03289e-05,3.03289e-05,3.03289e-05
9,28.3399,0.86324,0.68203,1.00452,0.87604,0.73849,0.82128,0.65884,0.77333,0.52094,0.91511,3.16254e-05,3.16254e-05,3.16254e-05
10,31.3652,0.86875,0.70034,1.04336,0.88041,0.75259,0.82442,0.66387,0.77423,0.51562,0.9145,3.23329e-05,3.23329e-05,3.23329e-05
11,38.6344,0.78816,0.62328,0.95178,0.87812,0.74906,0.8316,0.67631,0.75237,0.49097,0.90538,3.24513e-05,3.24513e-05,3.24513e-05
12,41.7328,0.78352,0.5693,0.9552,0.88141,0.75733,0.83718,0.68606,0.72235,0.46943,0.89558,3.19807e-05,3.19807e-05,3.19807e-05
13,44.8166,0.74941,0.53392,0.93046,0.87194,0.76823,0.84276,0.69789,0.68958,0.45046,0.88356,3.0921e-05,3.0921e-05,3.0921e-05
14,47.886,0.78274,0.52513,0.95228,0.8499,0.77567,0.84324,0.70252,0.68211,0.44634,0.88063,2.92722e-05,2.92722e-05,2.92722e-05
15,51.0162,0.75259,0.51757,0.93329,0.86294,0.78127,0.85111,0.70959,0.67401,0.43592,0.87429,2.70344e-05,2.70344e-05,2.70344e-05
16,54.1083,0.76899,0.52551,0.93902,0.84736,0.81346,0.85566,0.71347,0.67182,0.42994,0.87113,2.42076e-05,2.42076e-05,2.42076e-05
17,57.222,0.72204,0.47613,0.93236,0.88199,0.79996,0.85943,0.71766,0.6658,0.41934,0.86659,2.07917e-05,2.07917e-05,2.07917e-05
18,60.3133,0.72838,0.49378,0.9221,0.88567,0.79822,0.85814,0.72003,0.65841,0.41534,0.86488,1.67867e-05,1.67867e-05,1.67867e-05
19,63.547,0.74837,0.51714,0.9403,0.88654,0.7975,0.85989,0.72455,0.6464,0.41164,0.85919,1.21927e-05,1.21927e-05,1.21927e-05
20,66.7785,0.72038,0.48262,0.93301,0.89352,0.79348,0.86008,0.72386,0.63992,0.40805,0.85669,7.0097e-06,7.0097e-06,7.0097e-06
