model,epochs,tag,batch,avg_mem,avg_power,avg_step_time,energy_per_img,gpu_util_early_late,gpu_util_max,gpu_util_mean,gpu_util_p95,gpu_util_slope,gpu_util_std,is65W,map50,mem_clock_early_late,mem_clock_max,mem_clock_mean,mem_clock_p95,mem_clock_slope,mem_clock_std,mem_util_early_late,mem_util_max,mem_util_mean,mem_util_p95,mem_util_slope,mem_util_std,power_early_late,power_limit_w,power_peak_to_mean,power_range,power_slope,pwr_max,pwr_mean,pwr_min,pwr_p95,pwr_std,sm_clock_early_late,sm_clock_max,sm_clock_mean,sm_clock_p95,sm_clock_slope,sm_clock_std,step_time_cv,step_time_mean,step_time_p95,step_time_slope,step_time_std,temp_early_late,temp_max,temp_mean,temp_p95,temp_slope,temp_std,thr_mean,thr_p95,thr_std,throughput,throughput_var_ratio,vram_total_mb,n_logs
yolo11m.pt,1,115W,1,1833.12109375,21.763111070919592,0.07501457910160167,1.6277850291738039,15.571074271018599,43.0,15.156448478434266,41.25,0.04473973788920772,17.309682206247018,0.0,0.70007,0.0,8200.0,8190.243902439024,8200.0,0.010369387504520896,53.2132298274913,3.075628367834334,14.25,3.9272832649848137,12.25,0.010293088687385476,4.611353229625604,7.264701335524089,115.042,1.7576237437170146,23.10725,0.02196513175010225,38.214,21.76311107091961,15.10675,34.1238,7.443598935645886,194.3012222306113,2651.25,2167.7811682817933,2575.124999999998,0.6229979907484056,225.90408039872221,0.2813867679798616,0.07501457910160167,0.1030319674997599,-0.00016603896901115,0.02147866436127435,1.0926549185496839,72.75,68.24589922558721,71.25,0.004112118261680625,1.6810220583726694,13.898185785471881,16.170835989815437,2.127907171167358,13.379512641985968,0.0238053895794304,8188.0,4
yolo11m.pt,1,115W,8,3124.9393310546875,22.139377099047053,0.13752207656224866,0.38014546497785795,10.70415200931499,77.5,10.235537148087513,64.75,0.0586066857104121,21.8835725155549,0.0,0.76219,0.0,8200.0,8200.0,8200.0,-5.202432013678228e-15,0.0,5.829365837229982,53.0,6.097728776835937,42.25,0.0357667295294892,14.162908731767331,9.785118942740324,115.5435,2.984905078856466,51.104,0.04528743156939005,66.05025,22.139377099047046,14.94625,57.75832499999997,13.278119777619796,419.60144068162083,2655.0,2185.8331383722966,2655.0,1.3567207732310904,281.5476741952089,0.299696569959975,0.13752207656224866,0.1891353249999383,-0.005418736507340275,0.04271483391178415,2.102740077665999,77.25,67.11018134968597,74.25,0.009553569238671225,2.852433694174258,62.119812883953784,81.38063609625759,12.374910576886567,58.46273807227011,0.041803779960864346,8188.0,4
yolo11m.pt,1,115W,16,4767.96484375,22.675584776326208,0.23701384062479747,0.33587831750013586,9.355942589904853,81.75,10.840034473466336,75.0,0.06188336409285247,23.910093369231625,0.0,0.75866,0.0,8200.0,8200.0,8200.0,9.851080177115432e-15,0.0,5.711724491441473,63.0,7.320617223449461,55.5,0.04299956015484535,17.743320401523114,10.244885098601607,117.01599999999999,3.219290603060097,58.245,0.05131191965488008,73.033,22.675584776326204,14.788,62.83654999999997,14.815441325547765,405.37262423111474,2655.0,2188.6751904454536,2655.0,1.40696288387747,286.1982687381121,0.2009570596970776,0.23701384062479747,0.3191610562489358,-0.014178130654516126,0.04918205565347722,1.8125786163522015,76.0,65.89494163679876,73.0,0.009465883508157524,2.9678882214291478,70.11204104178248,77.53231168283358,9.14647497069129,67.67604602058837,0.022007996586805627,8188.0,4
yolo11m.pt,1,115W,32,7953.94921875,21.84571291591447,0.43988483124974204,0.29987378594648684,12.733388181348067,91.75,10.163802490300604,67.0,0.06344583236714245,23.16362554411769,0.0,0.75759,0.0,8200.0,8200.0,8200.0,-3.74181558307214e-15,0.0,8.109877066571832,78.25,7.200309904607094,51.75,0.047604222909282276,19.369701297106467,11.447936687910072,115.0,3.318488215323252,57.44725,0.051061852407701176,72.21025,21.845712915914454,14.763,58.43575,13.819220033232725,448.14704013998494,2655.0,2177.21327600486,2655.0,1.449124611815246,281.41400474264935,0.14813245311952114,0.43988483124974204,0.5328210574996205,-0.04900836749993685,0.0670313625370249,2.8524992140026058,76.5,65.50780579293559,73.25,0.0118630914949757,3.1742263505672734,74.68886013811148,81.46778437802129,8.937197240776838,72.89285454412205,0.0195219369941343,8188.0,4
yolo11m.pt,1,65W,1,1593.9873046875,20.691369344165995,0.07893585390625897,1.6305410145032444,12.003458019534879,43.0,14.204171253295854,41.0,0.035154279844385274,17.11525206574248,1.0,0.70007,379.36103436647727,8000.0,7459.167952122307,8000.0,1.0086012457347895,497.02796273010483,2.413910441477204,14.5,3.7774649714670168,13.75,0.008342329216566725,4.789512747737911,6.695752310498271,53.2715,2.1147611985164496,29.557750000000002,0.017807065356298724,43.70025,20.691369344166,14.1425,31.956149999999983,7.3486688014774675,129.8516880779265,2497.5,2088.9369978741342,2396.25,0.3219934540327005,134.22053703005562,0.2989866917113294,0.07893585390625897,0.10985558374998154,-0.00017522289773572278,0.024056347716552174,1.7799366684217723,77.0,71.8422810358226,74.5,0.00475230115059275,1.7130093683789887,13.21427301351068,15.31742948536617,2.0259849584566014,12.694307587314011,0.024023968624096677,8188.0,4
yolo11m.pt,1,65W,8,2886.263671875,19.50502600033828,0.16124877031242588,0.3928292678531774,13.603573157787439,77.25,11.261135661474835,68.75,0.0600516189171877,22.636595929569978,1.0,0.76219,357.54565367689133,8000.0,7278.624446767762,8000.0,1.2700404850194937,447.67064079197854,6.610476884536804,44.75,6.022101836367833,40.0,0.0318510260732278,12.64774100901872,6.675764836281627,48.692,3.034698279196391,45.34275,0.028402839357209372,59.25425,19.505026000338276,13.9115,41.684774999999995,9.694314706910653,149.662274556925,2497.5,2039.2785710310568,2494.5,0.30816681755492714,189.7084073968686,0.28092711367348444,0.16124877031242588,0.21526073124982756,-0.004961372904395275,0.046665412941928525,1.5961056433063412,76.25,70.82808474039116,75.475,0.005865749676938225,1.8074772047879417,52.59097858137681,67.70666855218296,9.895309947652912,49.777921421148775,0.03758697848045903,8188.0,4
yolo11m.pt,1,65W,16,4527.880859375,19.31571364201563,0.2799862531251733,0.33789717973922206,10.963320339123884,87.75,11.886853396308995,80.25,0.05828050698883772,25.6046466239775,1.0,0.75866,257.09216615788546,8000.0,7266.864115776015,8000.0,1.0563495062786514,441.86983959154855,5.7572476170212274,57.25,7.014563785676333,52.5,0.0342749240143992,16.123319748522192,5.8721930861381,47.476,3.5363272460106883,54.427,0.026580206751238376,68.236,19.315713642015645,13.809000000000001,44.4286125,10.05151079173351,196.0675916210737,2493.75,2045.9867215951676,2490.0,0.3937534810548863,220.04913444531175,0.16759103794865826,0.2799862531251733,0.3621560512503719,-0.011352657440397675,0.04852788792453117,1.333485183290982,75.5,69.97320829421996,74.25,0.0053698418861523,1.7657325450722503,58.84151395551578,63.58816810266974,6.577806565962674,57.27806863683616,0.0175777003421761,8188.0,4
yolo11m.pt,1,65W,32,7732.318359375,18.365001824324416,0.5260036625002158,0.3018175821203214,16.908647440392706,90.5,10.852676961227571,82.0,0.06781719461176205,25.217947468063194,1.0,0.75759,326.2171909436986,8000.0,7266.433645521808,8000.0,1.1640699339608496,440.9774468578335,10.671302719895813,70.0,7.337387161119449,57.5,0.0464582642005135,18.173682926675014,5.996587565117208,50.7975,3.3920765913518593,48.89675,0.0262607287389996,62.518,18.36500182432441,13.62125,43.014849999999996,9.096705559031058,161.07067095772385,2377.5,2033.3523712170575,2377.5,0.28214219753740727,226.46305892163258,0.11413392070885628,0.5260036625002158,0.611358576249745,-0.043054729999948874,0.061539478794274176,2.031249373872974,74.5,69.06967210844566,73.75,0.0068698260715015745,1.7628168167624367,61.91750629381123,66.13832863411412,5.899241753928226,60.97133146773597,0.0129103130647397,8188.0,4
yolo11m.pt,5,115W,1,1816.6847656250002,25.5367301173315,0.07022635726561499,1.7934835981252464,21.272146875348113,45.0,28.58861621722497,41.5,0.01654938216915995,15.687463463151904,0.0,0.70313,15.957446808510666,8200.0,8196.013289036546,8200.0,0.010423422588712476,48.74559173676074,4.489027514759942,16.5,7.164138914265751,12.5,0.00346998681396455,4.306828180999961,8.00564911022613,118.756,1.455640020637559,22.759,0.006163883584624301,37.132,25.536730117331516,14.373000000000001,34.5753,6.648957887741605,199.62724184025865,2655.0,2266.9360090792507,2606.999999999999,0.15099324539608444,215.58669299060153,0.18906811108059302,0.07022635726561499,0.09166291250005534,-7.520925484777156e-06,0.0132672718436645,3.628334911440348,72.0,66.83684951750209,69.5,0.00308051360585805,1.9133770377038597,14.507991191343326,16.174091056461755,1.659720950131311,14.239814522082511,0.013091409592752151,8188.0,2
yolo11m.pt,5,115W,8,3520.50390625,34.858574592769386,0.1180505043749576,0.5137810515186456,40.00998203572518,82.0,28.012541839483838,81.5,0.0837449980100608,33.38174207337255,0.0,0.80593,0.0,8200.0,8183.4938101788175,8200.0,-0.026046230873034357,98.13898099275764,25.502067586347152,55.0,17.612330983230503,55.0,0.05310556047001595,22.192671240702577,28.619696624072127,115.0,2.0098967747166334,55.307,0.0616589474688688,69.964,34.85857459276938,14.657,67.87615,20.748551096683414,597.9502931905231,2655.0,2361.217563209481,2655.0,1.2733300790827644,314.8361078534509,0.23790835349017914,0.1180505043749576,0.14666275500030673,-0.0004647072978208,0.028378951585217603,7.452614988306273,80.0,70.61323570611567,79.0,0.01612023709785125,4.939748473679895,70.053811421663,80.60727901167891,10.338322841241862,67.81960443133538,0.0220126443749474,8188.0,2
