epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,5.80945,1.20052,1.23032,1.12658,0.65929,0.51841,0.59406,0.43961,1.07122,1.00014,1.03955,8.33e-06,8.33e-06,8.33e-06
2,7.24958,1.14074,1.28555,1.13345,0.63448,0.54133,0.59188,0.44358,1.06185,0.96628,1.03402,1.60829e-05,1.60829e-05,1.60829e-05
3,8.61106,1.17879,1.26795,1.13308,0.68522,0.52075,0.60048,0.44908,1.05836,0.94537,1.03043,2.19507e-05,2.19507e-05,2.19507e-05
4,10.0016,1.15554,1.21467,1.13485,0.74139,0.50927,0.61399,0.45941,1.05116,0.92847,1.02597,2.59337e-05,2.59337e-05,2.59337e-05
5,11.4012,1.13298,1.10523,1.11168,0.62642,0.58885,0.62415,0.46785,1.04178,0.91672,1.01963,2.80316e-05,2.80316e-05,2.80316e-05
6,12.8562,1.13905,1.15807,1.11105,0.70227,0.55795,0.63711,0.47671,1.03289,0.90604,1.01358,2.82447e-05,2.82447e-05,2.82447e-05
7,14.2237,1.0957,1.08705,1.0897,0.70786,0.57687,0.6373,0.48101,1.02694,0.89462,1.00896,2.65727e-05,2.65727e-05,2.65727e-05
8,15.6058,1.09457,1.11665,1.08172,0.71569,0.57388,0.65197,0.48744,1.02371,0.87903,1.00713,2.30158e-05,2.30158e-05,2.30158e-05
9,16.9982,1.12239,1.08941,1.09692,0.73079,0.58116,0.65541,0.49826,1.01981,0.86883,1.005,1.75739e-05,1.75739e-05,1.75739e-05
10,18.3614,1.07682,1.01276,1.09343,0.71651,0.59209,0.66065,0.49723,1.02009,0.86497,1.00504,1.02471e-05,1.02471e-05,1.02471e-05
