epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,9.39281,0.97209,0.81009,1.05459,0.75411,0.68878,0.7595,0.59893,0.82694,0.69739,0.99955,7.14e-06,7.14e-06,7.14e-06
2,13.3512,0.96753,0.88665,1.01705,0.75036,0.71715,0.77803,0.61579,0.78515,0.60929,0.95061,1.39385e-05,1.39385e-05,1.39385e-05
3,17.303,0.9457,0.9037,1.06038,0.77731,0.73066,0.79385,0.62751,0.76494,0.54369,0.94413,1.90876e-05,1.90876e-05,1.90876e-05
4,21.1355,0.8767,0.7467,0.98361,0.80422,0.74774,0.81306,0.64208,0.74275,0.50885,0.93898,2.25874e-05,2.25874e-05,2.25874e-05
5,24.9209,0.79316,0.64353,0.98248,0.84446,0.74402,0.82261,0.65551,0.72378,0.48902,0.93089,2.44378e-05,2.44378e-05,2.44378e-05
6,28.6623,0.87965,0.81251,1.06923,0.84257,0.75154,0.82932,0.66507,0.71258,0.48399,0.92656,2.4639e-05,2.4639e-05,2.4639e-05
7,32.4412,0.94698,0.71035,1.00345,0.86141,0.74683,0.83158,0.67321,0.7118,0.4697,0.92515,2.31907e-05,2.31907e-05,2.31907e-05
8,36.1334,0.79977,0.86088,0.99627,0.86212,0.75678,0.83391,0.67687,0.7112,0.4617,0.92158,2.00932e-05,2.00932e-05,2.00932e-05
9,39.8523,0.96833,0.77544,1.04234,0.88229,0.75877,0.83835,0.68272,0.7041,0.45326,0.91579,1.53462e-05,1.53462e-05,1.53462e-05
10,43.6324,0.73528,0.58939,0.93784,0.89084,0.75966,0.84067,0.69106,0.69961,0.44723,0.91292,8.94999e-06,8.94999e-06,8.94999e-06
