epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,1.91627,1.23787,1.7582,1.25528,0.65919,0.53652,0.585,0.43681,1.07193,1.00084,1.04802,5.95e-06,5.95e-06,5.95e-06
2,3.46564,1.19178,1.70043,1.23031,0.65091,0.55497,0.59224,0.43891,1.07506,0.99749,1.05088,1.2442e-05,1.2442e-05,1.2442e-05
3,4.99324,1.29258,1.73513,1.22894,0.66215,0.54178,0.59913,0.44779,1.06846,0.97324,1.04509,1.82272e-05,1.82272e-05,1.82272e-05
4,6.50864,1.24479,1.5869,1.23663,0.67815,0.54348,0.6123,0.45329,1.06801,0.95849,1.04259,2.33056e-05,2.33056e-05,2.33056e-05
5,8.06781,1.24094,1.49776,1.2192,0.6983,0.53604,0.61435,0.46565,1.06564,0.9554,1.04221,2.7677e-05,2.7677e-05,2.7677e-05
6,9.56636,1.23167,1.34122,1.21119,0.6518,0.57227,0.61915,0.46843,1.06353,0.95151,1.04255,3.13416e-05,3.13416e-05,3.13416e-05
7,11.1714,1.24892,1.35267,1.22826,0.66856,0.5745,0.62579,0.47125,1.05827,0.953,1.04155,3.42994e-05,3.42994e-05,3.42994e-05
8,12.6547,1.19846,1.27606,1.21182,0.64732,0.59311,0.63084,0.47615,1.0426,0.94341,1.03335,3.65503e-05,3.65503e-05,3.65503e-05
9,14.1426,1.16324,1.32901,1.1963,0.6516,0.59821,0.63825,0.48522,1.02731,0.93517,1.02572,3.80943e-05,3.80943e-05,3.80943e-05
10,15.6197,1.18518,1.31248,1.20026,0.68419,0.59679,0.65165,0.48929,1.02677,0.92522,1.02598,3.89314e-05,3.89314e-05,3.89314e-05
11,22.448,1.12187,1.0674,1.09494,0.70742,0.60007,0.65973,0.49437,1.01949,0.90701,1.01872,3.90618e-05,3.90618e-05,3.90618e-05
12,23.8805,1.10468,1.10028,1.09816,0.75087,0.59996,0.67034,0.50344,1.00524,0.87506,1.01,3.84852e-05,3.84852e-05,3.84852e-05
13,25.3447,1.08452,1.08406,1.10346,0.76402,0.60227,0.67282,0.50897,0.99898,0.84243,1.00195,3.72018e-05,3.72018e-05,3.72018e-05
14,26.8118,1.05536,0.96466,1.05872,0.76219,0.60554,0.67442,0.51666,0.99117,0.81632,0.99623,3.52115e-05,3.52115e-05,3.52115e-05
15,28.2683,1.07013,0.98677,1.07085,0.80098,0.60461,0.68423,0.52111,0.98426,0.80213,0.99195,3.25144e-05,3.25144e-05,3.25144e-05
16,29.8334,1.06102,0.96566,1.07173,0.82884,0.58878,0.68405,0.52181,0.98014,0.79268,0.98905,2.91104e-05,2.91104e-05,2.91104e-05
17,31.2563,1.02213,0.99053,1.05833,0.81853,0.59821,0.68429,0.52389,0.97913,0.7901,0.98849,2.4752e-05,2.4752e-05,2.4752e-05
18,32.6771,1.09818,0.99502,1.07525,0.82481,0.60394,0.68583,0.52255,0.97482,0.78374,0.98662,1.88615e-05,1.88615e-05,1.88615e-05
19,34.1147,1.07284,0.99631,1.07791,0.83373,0.5989,0.68729,0.52354,0.9737,0.77913,0.9862,1.2971e-05,1.2971e-05,1.2971e-05
20,35.5702,1.04054,0.90948,1.08589,0.824,0.6059,0.68735,0.52259,0.9737,0.77703,0.9866,7.0805e-06,7.0805e-06,7.0805e-06
