epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,2.10266,1.07752,1.30629,1.16992,0.72921,0.62538,0.69198,0.54467,0.92488,0.75704,0.98765,4.76e-06,4.76e-06,4.76e-06
2,4.20873,1.16506,1.22765,1.17261,0.71452,0.65347,0.69949,0.55037,0.92047,0.74073,0.98388,1.01799e-05,1.01799e-05,1.01799e-05
3,6.25124,1.07324,1.13366,1.1455,0.71611,0.67394,0.71425,0.56224,0.91281,0.71647,0.98249,1.50107e-05,1.50107e-05,1.50107e-05
4,8.29477,1.11365,1.12171,1.13788,0.74954,0.67287,0.71843,0.56429,0.91019,0.70252,0.98272,1.92524e-05,1.92524e-05,1.92524e-05
5,10.3223,1.06249,0.97499,1.13446,0.73652,0.68209,0.72696,0.57425,0.90334,0.69724,0.97674,2.29051e-05,2.29051e-05,2.29051e-05
6,12.4419,1.06329,0.98985,1.11783,0.75627,0.66933,0.73279,0.57644,0.89305,0.69002,0.97082,2.59688e-05,2.59688e-05,2.59688e-05
7,14.6167,1.04105,0.94078,1.10149,0.76143,0.68685,0.74417,0.58273,0.88139,0.68311,0.96281,2.84434e-05,2.84434e-05,2.84434e-05
8,16.5643,1.0373,0.94218,1.09999,0.76163,0.69093,0.75073,0.58595,0.87856,0.67615,0.96158,3.03289e-05,3.03289e-05,3.03289e-05
9,18.5295,1.02972,0.86316,1.09773,0.79155,0.70764,0.75669,0.59136,0.87304,0.66243,0.95538,3.16254e-05,3.16254e-05,3.16254e-05
10,20.4901,0.9688,0.84407,1.08807,0.79756,0.71049,0.76046,0.59813,0.86859,0.65384,0.95029,3.23329e-05,3.23329e-05,3.23329e-05
11,27.9541,0.93701,0.81595,1.01821,0.81684,0.7067,0.7675,0.60492,0.86024,0.63706,0.94364,3.24513e-05,3.24513e-05,3.24513e-05
12,29.9189,0.91008,0.75588,1.01648,0.82778,0.70501,0.77493,0.61394,0.85223,0.6166,0.93954,3.19807e-05,3.19807e-05,3.19807e-05
13,31.8909,0.93855,0.72976,1.01262,0.83159,0.71173,0.7812,0.62194,0.83729,0.59324,0.93274,3.0921e-05,3.0921e-05,3.0921e-05
14,33.8345,0.89167,0.67803,0.98802,0.81605,0.71732,0.78323,0.62593,0.82952,0.58354,0.92842,2.92722e-05,2.92722e-05,2.92722e-05
15,35.8182,0.903,0.6498,0.981,0.84401,0.70011,0.78374,0.62686,0.81938,0.57194,0.92358,2.70344e-05,2.70344e-05,2.70344e-05
16,37.7968,0.94078,0.67332,0.99987,0.86318,0.69662,0.7861,0.6318,0.81332,0.5644,0.92127,2.42076e-05,2.42076e-05,2.42076e-05
17,39.8577,0.86006,0.63231,0.97461,0.8814,0.69725,0.78937,0.63679,0.80979,0.55649,0.91908,2.07917e-05,2.07917e-05,2.07917e-05
18,41.7986,0.86236,0.61599,0.98886,0.8772,0.69708,0.79273,0.63904,0.80572,0.551,0.9171,1.67867e-05,1.67867e-05,1.67867e-05
19,43.7542,0.86941,0.63379,0.98005,0.87321,0.69999,0.79595,0.64239,0.79875,0.54475,0.91402,1.21927e-05,1.21927e-05,1.21927e-05
20,45.7039,0.86156,0.61361,0.97492,0.87244,0.7006,0.79647,0.6431,0.79578,0.5446,0.91289,7.0097e-06,7.0097e-06,7.0097e-06
