epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,3.98745,1.01056,1.18469,1.1415,0.74564,0.7061,0.77336,0.60398,0.84215,0.63814,0.95062,1.428e-05,1.428e-05,1.428e-05
2,8.03244,1.04634,1.03989,1.1763,0.8077,0.70573,0.78796,0.61821,0.83087,0.63705,0.94663,2.82774e-05,2.82774e-05,2.82774e-05
3,11.915,1.09485,0.98554,1.16033,0.84043,0.70706,0.79541,0.62778,0.82289,0.638,0.94099,4.07432e-05,4.07432e-05,4.07432e-05
4,15.8809,0.96782,0.86102,1.09404,0.79502,0.73735,0.7805,0.61807,0.82865,0.63241,0.94017,5.16775e-05,5.16775e-05,5.16775e-05
5,19.7151,0.95108,0.82869,1.09238,0.78583,0.75024,0.78021,0.6231,0.8228,0.60946,0.93552,6.10803e-05,6.10803e-05,6.10803e-05
6,23.4149,0.96482,0.81495,1.07226,0.86683,0.71299,0.79606,0.63474,0.80403,0.57445,0.92421,6.89516e-05,6.89516e-05,6.89516e-05
7,27.1995,0.93817,0.7976,1.07183,0.8244,0.74957,0.81047,0.64884,0.79191,0.55071,0.92119,7.52913e-05,7.52913e-05,7.52913e-05
8,30.9186,0.84466,0.74151,1.03908,0.87568,0.75408,0.81708,0.66718,0.77638,0.53935,0.92123,7.77665e-05,7.77665e-05,7.77665e-05
9,34.615,0.89141,0.6989,1.03571,0.89475,0.76167,0.8223,0.67473,0.7586,0.52293,0.9139,7.1876e-05,7.1876e-05,7.1876e-05
10,38.3219,0.86717,0.68699,1.02782,0.8886,0.76669,0.83867,0.68773,0.73406,0.50485,0.89912,6.59855e-05,6.59855e-05,6.59855e-05
11,49.4513,0.79906,0.60266,0.95246,0.88004,0.77442,0.83753,0.68914,0.72441,0.48807,0.89458,6.0095e-05,6.0095e-05,6.0095e-05
12,53.2785,0.79654,0.58327,0.96227,0.86456,0.77391,0.84554,0.6961,0.70761,0.47762,0.88737,5.42045e-05,5.42045e-05,5.42045e-05
13,56.9456,0.78512,0.57565,0.95791,0.84935,0.78834,0.8464,0.69705,0.69997,0.47358,0.88451,4.8314e-05,4.8314e-05,4.8314e-05
14,60.5994,0.79052,0.5719,0.97337,0.88133,0.78176,0.85099,0.70005,0.69163,0.46419,0.8799,4.24235e-05,4.24235e-05,4.24235e-05
15,64.2618,0.7749,0.5592,0.95351,0.88201,0.79732,0.86345,0.70326,0.69263,0.46315,0.88002,3.6533e-05,3.6533e-05,3.6533e-05
16,67.9784,0.75877,0.53442,0.93706,0.90194,0.78958,0.87022,0.7131,0.68553,0.46417,0.8753,3.06425e-05,3.06425e-05,3.06425e-05
17,71.7436,0.74099,0.50263,0.93974,0.90441,0.79075,0.87099,0.71442,0.68019,0.45812,0.87352,2.4752e-05,2.4752e-05,2.4752e-05
18,75.4069,0.72852,0.50972,0.92078,0.91226,0.79889,0.87562,0.71947,0.67612,0.44868,0.87199,1.88615e-05,1.88615e-05,1.88615e-05
19,79.1138,0.72625,0.50639,0.93672,0.90014,0.79881,0.87885,0.72375,0.67179,0.44373,0.87081,1.2971e-05,1.2971e-05,1.2971e-05
20,82.8002,0.69253,0.47478,0.91286,0.84746,0.84073,0.88044,0.72513,0.66721,0.43983,0.86922,7.0805e-06,7.0805e-06,7.0805e-06
